REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
A4GNT2g,NaN,NaN
AACTOOR,0.0000220989,NaN
AACTtm,NaN,NaN
AASAD3m,NaN,NaN
AATAi,0.0000000000,0.0000000000
ABO1g,0.0000573442,NaN
ABO2g,NaN,NaN
ABO3g,NaN,NaN
ABO4g,NaN,NaN
ABO5g,NaN,NaN
ABO6g,NaN,NaN
ABO7g,NaN,NaN
ABO8g,NaN,NaN
ABO9g,NaN,NaN
ABTArm,0.0187865805,2.6330605037
ABTD,NaN,NaN
ABTti,NaN,NaN
ABUTt2rL,NaN,NaN
ABUTt4_2_r,NaN,NaN
ACACT10m,0.2497439573,0.0177783834
ACACT1rm,0.0071479504,NaN
ACACT1x,0.0011126893,NaN
ACACt2m,NaN,NaN
ACACT4p,0.0091315419,NaN
ACACT5p,0.0091315419,NaN
ACACT6p,0.0091315419,NaN
ACACT7p,0.0091315419,NaN
ACACT8p,0.0091315419,NaN
ACACT9p,0.0091315419,NaN
ACACtx,NaN,NaN
ACALDtm,NaN,NaN
ACALDtr,NaN,NaN
ACALDtx,NaN,NaN
ACCOACm,0.0000325634,NaN
ACCOAgt,NaN,NaN
ACCOALm,0.0004424158,NaN
ACCOAtn,NaN,NaN
ACCOAtr,NaN,NaN
ACETONEt2,NaN,NaN
ACETONEt2m,NaN,NaN
ACGAGBSIDEtg,NaN,NaN
ACGAGBSIDEtl,NaN,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACGALK,NaN,NaN
ACGALK2,NaN,NaN
ACGALtlg,NaN,NaN
ACGALtly,NaN,NaN
ACGAM6PSi,0.0170960692,NaN
ACGAMK,0.0000431803,NaN
ACGAMPM,0.0054258611,0.0054258611
ACGAMtly,NaN,NaN
ACGBGBSIDEtg,NaN,NaN
ACGBGBSIDEtl,NaN,NaN
ACGPID,0.0005381297,NaN
ACGSm,0.0000015213,NaN
ACHEe,0.7905283489,NaN
ACHtn,NaN,NaN
ACHVESSEC,NaN,NaN
ACITL,1.9896844318,NaN
ACN13ACNGALGBSIDEte,NaN,NaN
ACN13ACNGALGBSIDEtg,NaN,NaN
ACN23ACNGALGBSIDEte,NaN,NaN
ACN23ACNGALGBSIDEtg,NaN,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACNACNGALGBSIDEte,NaN,NaN
ACNACNGALGBSIDEtg,NaN,NaN
ACNAM9PL,0.0350259895,NaN
ACNAM9PL2,0.0350259895,NaN
ACNAMlt,NaN,NaN
ACNAMPH,0.0132378845,NaN
ACNAMtn,NaN,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACNMLr,NaN,NaN
ACOAD10m,0.0098076245,NaN
ACOAD1fm,92.1982656123,NaN
ACOAD8m,109.2204808209,NaN
ACOAD9m,5.0656311898,NaN
ACOAHi,0.0000031942,NaN
ACOAO7p,0.0040058608,NaN
ACODA,13.1391838082,NaN
ACONTm,0.0240916936,0.0050001628
ACOX22x,NaN,NaN
ACOX2x,NaN,NaN
ACP1_FMN_,13.1279160530,NaN
ACRNtm,NaN,NaN
ACS2,0.0034417809,NaN
ACSm,0.1089909383,NaN
ACSOMT,0.0000010010,NaN
ACSRTNMT,0.0000010010,NaN
ACt2m,NaN,NaN
ACt2r,NaN,NaN
ACtg,NaN,NaN
ACTLMO,NaN,NaN
ACTNMO,NaN,NaN
ADA,0.0031573354,NaN
ADAe,0.0022364459,NaN
ADCim,NaN,NaN
ADEt,NaN,NaN
ADEtl,NaN,NaN
ADHAPtx,NaN,NaN
ADK1m,15.4823155055,7.0439587686
ADK3,1.5068811058,1.4012920497
ADK3m,NaN,NaN
ADKd,1.5401306994,1.5407128834
ADMDC,0.0025506588,NaN
ADNCYC,3.4310853546,NaN
ADNK1m,NaN,NaN
ADNt,NaN,NaN
ADNt4,NaN,NaN
ADNtl,NaN,NaN
ADNtm,NaN,NaN
ADPGLC,0.0399742124,NaN
ADPMAN,0.0343330337,NaN
ADPRDPm,0.0087926927,NaN
ADPRIBt,NaN,NaN
ADPtx,NaN,NaN
ADRNCOAtx,NaN,NaN
ADRNCPT1,0.0150670108,2.6772529691
ADRNCPT2,1.1453746360,0.0064459250
ADRNCRNt,NaN,NaN
ADRNLPVESSEC,NaN,NaN
ADRNt,NaN,NaN
ADSELK,0.0393996375,NaN
ADSK,0.0393996375,NaN
ADSL1,0.0204668495,NaN
ADSL2,0.0207361228,NaN
AFLATOXINte,NaN,NaN
AG13T10g,0.0000626132,NaN
AG13T11g,0.0000626132,NaN
AG13T12g,0.0000626132,NaN
AG13T13g,0.0000626132,NaN
AG13T14g,0.0000626132,NaN
AG13T15g,0.0000626132,NaN
AG13T16g,0.0000626132,NaN
AG13T17g,0.0000626132,NaN
AG13T18g,0.0000626132,NaN
AG13T1g,0.0000626132,NaN
AG13T2g,0.0000626132,NaN
AG13T3g,0.0000626132,NaN
AG13T4g,0.0000626132,NaN
AG13T5g,0.0000626132,NaN
AG13T6g,0.0000626132,NaN
AG13T7g,0.0000626132,NaN
AG13T8g,0.0000626132,NaN
AG13T9g,0.0000626132,NaN
AGLPC,NaN,NaN
AGLPED,NaN,NaN
AGLPET,NaN,NaN
AGLPH,NaN,NaN
AGLPR,NaN,NaN
AGLPT,NaN,NaN
AGMTm,0.0000147389,NaN
AGPAT1,0.0292995656,NaN
AGPex,NaN,NaN
AGPRim,0.5762609879,NaN
AGPSx,0.0784183445,NaN
AGTim,0.0316782580,NaN
AGTix,0.0000007188,NaN
AHANDROSTANGLCte,NaN,NaN
AHANDROSTANGLCtr,NaN,NaN
AHCYStn,NaN,NaN
AHCYStr,NaN,NaN
AHEXASE2ly,0.0393289003,NaN
AHEXASEly,0.0393289003,NaN
AIRCr,0.1042705832,0.1042705832
AKGDm,1.0913147567,NaN
AKGMALtm,NaN,NaN
AKGt4_3,NaN,NaN
AKGtp,NaN,NaN
AKR1C1,0.0000051696,NaN
AKR1C41,NaN,NaN
AKR1C42,NaN,NaN
AKR1D,NaN,NaN
AKR1D2,NaN,NaN
ALAASNNaEx,NaN,NaN
ALACYSNaEx,NaN,NaN
ALADGLNexR,NaN,NaN
ALADGLYexR,NaN,NaN
ALAGLNexR,NaN,NaN
ALAGLNNaEx,NaN,NaN
ALAGLYexR,NaN,NaN
ALASERNaEx,NaN,NaN
ALASm,0.0019818203,NaN
ALAt2rL,NaN,NaN
ALAt4,NaN,NaN
ALATA_L,0.0311081858,0.0301883901
ALATHRNaEx,NaN,NaN
ALAtN1,NaN,NaN
ALCD21_D,0.0063066833,NaN
ALCD21_L,0.0063066833,NaN
ALCD22_D,0.0850856375,NaN
ALCD22_L,0.0217699318,NaN
ALCD2if,0.0015041044,NaN
ALCD2yf,0.0351361084,NaN
ALDD20x,0.0281141360,NaN
ALDD20xm,0.1839478863,NaN
ALDD21,NaN,NaN
ALDD2xm,0.1157723776,NaN
ALDD2y,0.9240667849,NaN
ALDSTRNte,NaN,NaN
ALDSTRNtm,NaN,NaN
ALKP,0.0264541040,NaN
ALOX12,0.0001190641,NaN
ALOX12R,0.0000084482,NaN
ALOX15,0.0000285836,NaN
ALOX5,0.0043724864,NaN
ALOX52,0.0146395821,NaN
ALR2,1.1715229971,NaN
ALR3,0.0837862568,NaN
AMACR2p,NaN,NaN
AMACR2r,NaN,NaN
AMACRp,NaN,NaN
AMACRr,NaN,NaN
AMCOXO,NaN,NaN
AMETr,NaN,NaN
AMETt2m,NaN,NaN
AMETtn,NaN,NaN
AMPDA,0.2220889322,NaN
AMPTASECGe,0.0007177800,NaN
AMPtp,NaN,NaN
AMPtr,NaN,NaN
AMY1e,0.0032487041,NaN
AMY2e,1.4597146824,NaN
ANDRSTRNGLCte,NaN,NaN
ANDRSTRNGLCtr,NaN,NaN
ANDRSTRNte,NaN,NaN
ANDRSTRNtr,NaN,NaN
ANTIPYRENEte,NaN,NaN
AOBUTDsm,NaN,NaN
AP4AH1,0.0327039403,NaN
APAT2rm,0.0187865805,2.6330605037
APNNOXte,NaN,NaN
APOCF,NaN,NaN
APOCFm,NaN,NaN
APOC_LYS_BTNP,NaN,NaN
APOC_LYS_BTNPm,NaN,NaN
APPNNte,NaN,NaN
APRTO2,0.0281461335,NaN
AQCOBALt,NaN,NaN
ARAB_Lt,NaN,NaN
ARABR,0.7402922846,NaN
ARACHCOAtx,NaN,NaN
ARACHCPT1,0.0150624121,2.6772529691
ARACHCPT2,0.0006222531,0.0006492081
ARACHCRNt,NaN,NaN
ARACHDCOAtx,NaN,NaN
ARACHDt2,NaN,NaN
ARACHDtr,NaN,NaN
ARACHt,NaN,NaN
ARGDCm,0.0000587700,NaN
ARGLYSex,NaN,NaN
ARGNm,0.0132063107,NaN
ARGSS,0.8439631101,NaN
ARGt4,NaN,NaN
ARGtm,NaN,NaN
ARSA,0.0254605304,NaN
ARTCOAL1,NaN,NaN
ARTCOAL2,NaN,NaN
ARTCOAL3,NaN,NaN
R_group_phosphotase_1,NaN,NaN
R_group_phosphotase_2,NaN,NaN
R_group_phosphotase_3,NaN,NaN
ARTFR11,NaN,NaN
ARTFR12,NaN,NaN
ARTFR13,NaN,NaN
ARTFR202,NaN,NaN
ARTFR203,NaN,NaN
ARTFR204,NaN,NaN
ARTFR205,NaN,NaN
ARTFR206,NaN,NaN
ARTFR207,NaN,NaN
ARTFR208,NaN,NaN
ARTFR209,NaN,NaN
ARTFR210,NaN,NaN
ARTFR211,NaN,NaN
ARTFR212,NaN,NaN
ARTFR213,NaN,NaN
ARTFR31,NaN,NaN
ARTFR32,NaN,NaN
ARTFR33,NaN,NaN
ARTFR34,NaN,NaN
ARTFR41,NaN,NaN
ARTFR42,NaN,NaN
ARTFR43,NaN,NaN
ARTFR44,NaN,NaN
ARTFR45,NaN,NaN
ARTFR46,NaN,NaN
ARTFR51,NaN,NaN
ARTFR52,NaN,NaN
ARTFR53,NaN,NaN
ARTFR54,NaN,NaN
ARTFR55,NaN,NaN
ARTFR56,NaN,NaN
ARTFR57,NaN,NaN
ARTFR61,NaN,NaN
ARTPLM1,NaN,NaN
ARTPLM1m,NaN,NaN
ARTPLM2,NaN,NaN
ARTPLM2m,NaN,NaN
ARTPLM3,NaN,NaN
ARTPLM3m,NaN,NaN
ASAH1,0.0005444191,NaN
ASCBOX,NaN,NaN
ASCBt,NaN,NaN
ASCBt4,NaN,NaN
ASNALANaEx,NaN,NaN
ASNCYSNaEx,NaN,NaN
ASNGLNNaEx,NaN,NaN
ASNNm,0.0014688320,NaN
ASNS1,0.0262082071,NaN
ASNSERNaEx,NaN,NaN
ASNt4,NaN,NaN
ASNTHRNaEx,NaN,NaN
ASNtm,NaN,NaN
ASNtN1,NaN,NaN
Asn_X_Ser_Thrtr,NaN,NaN
ASPCTr,0.0073488512,0.0073488512
ASPDt6,NaN,NaN
ASPDxt,NaN,NaN
ASPGLUm,NaN,NaN
ASPNATm,NaN,NaN
ASPt6,NaN,NaN
ASPTAm,6.4330783685,15.1562541524
ATP1ter,NaN,NaN
ATP2ter,NaN,NaN
ATPasel,NaN,NaN
ATPH1e,1.4141853156,NaN
ATPH2e,0.1271388522,NaN
ATPtm,NaN,NaN
ATPtn,NaN,NaN
ATPtx,NaN,NaN
AVITE2t,NaN,NaN
B_MANNASEly,0.0962017294,NaN
B3GALT3g,0.0003015296,NaN
B3GALT41g,0.0003175520,NaN
B3GALT42g,0.0003175520,NaN
B3GALT43g,0.0003175520,NaN
B3GALT44g,0.0003175520,NaN
B3GALT5g,0.0000124701,NaN
B3GALTg,NaN,NaN
B3GNT11g,0.0000299391,NaN
B3GNT12g,0.0000299391,NaN
B3GNT310g,NaN,NaN
B3GNT311g,0.0000000278,NaN
B3GNT312g,NaN,NaN
B3GNT313g,NaN,NaN
B3GNT314g,NaN,NaN
B3GNT315g,NaN,NaN
B3GNT31g,NaN,NaN
B3GNT32g,NaN,NaN
B3GNT33g,NaN,NaN
B3GNT34g,NaN,NaN
B3GNT35g,NaN,NaN
B3GNT36g,NaN,NaN
B3GNT37g,NaN,NaN
B3GNT39g,NaN,NaN
B3GNT51g,NaN,NaN
BAAT1x,NaN,NaN
BAAT2x,NaN,NaN
BAAT3x,NaN,NaN
BAAT4x,NaN,NaN
BACCL,53.9506428912,NaN
BACCLm,53.9506428912,NaN
BALAtmr,NaN,NaN
BALAVECSEC,NaN,NaN
BAMPPALDOX,0.1293956048,NaN
BAMPPALDOXm,0.1839478863,NaN
BBHOX,0.0023849914,NaN
BCDO,0.0000029799,NaN
BDG2HCGHD,0.0000031603,NaN
BDHm,0.0424675759,0.0279082738
BDMT_L,0.0022325663,NaN
BDMT_U,0.0022325663,NaN
BETALDHxm,NaN,NaN
BHBt,NaN,NaN
BHBtm,NaN,NaN
BHMT,0.0000053646,NaN
BILDGLCURt,NaN,NaN
BILDGLCURte,NaN,NaN
BILDGLCURtr,NaN,NaN
BILGLCURt,NaN,NaN
BILGLCURte,NaN,NaN
BILGLCURtr,NaN,NaN
BILIRED,0.0061638658,NaN
BILIRUBt2,NaN,NaN
BILIRUBtr,NaN,NaN
BIOCYTtn,NaN,NaN
BMTer_L,0.0000292698,NaN
BMTer_U,NaN,NaN
BPNT2,0.0019698377,NaN
BTND1,0.0000954421,NaN
BTND1n,0.0002386053,NaN
BTNDe,0.0007813698,NaN
BTNDm,0.0020042842,NaN
BTNPL,0.0028339782,NaN
BTNPLm,0.0028339782,NaN
BTNt2,NaN,NaN
BTNt2m,NaN,NaN
BTNt3i,NaN,NaN
BTNt4i,NaN,NaN
BTNtn,NaN,NaN
BUP2,0.0000222407,NaN
BUTt2m,NaN,NaN
BVITEt,NaN,NaN
BZt,NaN,NaN
BZtr,NaN,NaN
C14STRr,0.0002941323,NaN
C160CPT1,0.0018998075,2.6772529691
C160CPT2,1.1479685645,0.0005641641
C160CRNt,NaN,NaN
C161CPT1,0.0150666751,2.6772529691
C161CPT12,0.0146772980,2.6772529691
C161CPT2,1.1453746360,0.0064457815
C161CPT22,1.1453746360,0.0062791993
C161CRN2t,0.0026807969,0.0026807969
C161CRNt,0.0026770974,0.0026770974
C180CPT1,0.0001309576,2.6772529691
C180CPT2,1.1453746360,0.0000560259
C180CRNt,NaN,NaN
C181CPT1,0.0001383355,2.6772529691
C181CPT2,1.1453746360,0.0000591823
C181CRNt,0.0026770974,0.0026770974
C204CPT1,0.0000793124,2.6772529691
C204CPT2,1.1453746360,0.0000339312
C204CRNt,NaN,NaN
C226COAtx,NaN,NaN
C226CPT1,0.0150653034,2.6772529691
C226CPT2,NaN,NaN
C226CRNt,NaN,NaN
C2M26DCOAHLm,23.2163526377,23.2163526377
C2M26DCOAHLx,9.7465974757,9.7465974757
C3STDH1Pr,NaN,NaN
C3STDH1r,NaN,NaN
C3STKR2r,1.4175114331,NaN
C4STMO1r,39.5476844730,NaN
C4STMO2Pr,NaN,NaN
C4STMO2r,NaN,NaN
CAATPS,NaN,NaN
CAROtr,NaN,NaN
CARVEOLte,NaN,NaN
CAT2p,373.2379255777,NaN
CAt7r,NaN,NaN
CATm,58.4019287094,NaN
CATp,186.6189627888,NaN
CBL2OR,NaN,NaN
CBL2tm,NaN,NaN
CBLATm,0.0049521588,0.0000007341
CBPPer,2019.9238736978,NaN
CBPSam,0.0040169581,NaN
CBPter,NaN,NaN
CBR1,0.3868730741,0.9402659660
CBR2,0.2309603724,NaN
CCA_D3t,NaN,NaN
CCA_D3tm,NaN,NaN
CDIPTr,0.0000000000,0.0000000000
CDPDAGtm,NaN,NaN
CDS,0.0023138109,NaN
CDSm,0.0000004884,NaN
CEPTC,0.0000489081,NaN
CEPTE,NaN,NaN
CERK,0.0039216532,NaN
CERT1gt,NaN,NaN
CERT1rt,NaN,NaN
CERT2gt,NaN,NaN
CERT2rt,NaN,NaN
CGLYt3_2_,NaN,NaN
CH25H,NaN,NaN
CHAT,0.0000000692,0.0000717145
CHATn,0.0000000740,0.0000767178
CHLP,0.0004777297,NaN
CHLPCTD,0.0258127490,NaN
CHLtm,NaN,NaN
CHOLATEt,NaN,NaN
CHOLATEt2,NaN,NaN
CHOLATEt3,NaN,NaN
CHOLD2m,0.0086722435,NaN
CHOLK,NaN,NaN
CHOLPtg,NaN,NaN
CHOLPtl,NaN,NaN
CHOLt4,NaN,NaN
CHOLtg,NaN,NaN
CHOLtn,NaN,NaN
CHOLtr,NaN,NaN
CHOLtu,NaN,NaN
CHSTEROLSULT,0.0000000676,NaN
CHSTEROLt1,NaN,NaN
CHSTEROLt2,NaN,NaN
CHSTEROLt3,NaN,NaN
CHSTEROLtg,NaN,NaN
CHTNASE,0.0000132043,NaN
CHTNASEe,0.0000006268,NaN
CITMCOAHm,NaN,NaN
CITMCOALm,NaN,NaN
CITRtm,NaN,NaN
CITt4_2,NaN,NaN
CITtam,NaN,NaN
CITtbm,NaN,NaN
CK,0.2070710154,0.4697319849
CKc,4.8168551041,10.4518242467
CLFORtex,NaN,NaN
CLHCO3tex2,NaN,NaN
CLI2tex,NaN,NaN
CLOHtex2,NaN,NaN
CLOXAtex2,NaN,NaN
CLPNDCOAtx,NaN,NaN
CLPNDCPT1,0.0150670108,2.6772529691
CLPNDCPT2,NaN,NaN
CLPNDCRNt,NaN,NaN
CLPNDt,NaN,NaN
CLS_hs,0.0001400114,NaN
CMPACNAtg,NaN,NaN
CMPACNAtn,NaN,NaN
CMPSAS,0.0017369691,NaN
CMPSASn,0.0027212516,NaN
CO2ter,NaN,NaN
CO2tg,NaN,NaN
CO2tm,NaN,NaN
CO2tn,NaN,NaN
CO2tp,NaN,NaN
COAtg,NaN,NaN
COAtl,NaN,NaN
COAtm,NaN,NaN
COAtn,NaN,NaN
COAtp,NaN,NaN
COAtr,NaN,NaN
COKECBESr,0.0211970760,NaN
COQ3m,NaN,NaN
COQ5m,NaN,NaN
COQ6m,NaN,NaN
COQ7m,0.0004508358,NaN
CORE2GTg,0.0000042407,NaN
CORE3GTg,0.0000001468,NaN
CORE4GTg,0.0000000934,NaN
CORE5GTg,NaN,NaN
CORE6GTg,0.0000037749,NaN
CORE7GTg,NaN,NaN
CORE8GTg,NaN,NaN
COt,NaN,NaN
COUCOAFm,NaN,NaN
COUMARINte,NaN,NaN
CPCTDTX,0.0491179738,NaN
CREATt4_2_r,NaN,NaN
CREATtmdiffir,NaN,NaN
CRMPte,NaN,NaN
CRNCAR3tp,NaN,NaN
CRNCARtp,NaN,NaN
CRNt,NaN,NaN
CRNtHa,NaN,NaN
CRNtim,NaN,NaN
CRNtuNa,NaN,NaN
CRNtx,NaN,NaN
CRTNsyn,NaN,NaN
CRTSLt,NaN,NaN
CRTSLtm,NaN,NaN
CRTSLtr,NaN,NaN
CRTSTRNt,NaN,NaN
CRTSTRNtm,NaN,NaN
CRTSTRNtr,NaN,NaN
CRVNCtr,NaN,NaN
CSAPASEly,NaN,NaN
CSBPASEly,NaN,NaN
CSCPASEly,NaN,NaN
CSDPASEly,NaN,NaN
CSEPASEly,NaN,NaN
CSm,0.4224068501,NaN
CSNAT2m,0.0028778206,0.0028778206
CSNAT2x,0.0073530775,0.0073530775
CSNAT3x,0.0028778206,0.0028778206
CSNATer,0.0017266924,0.0017266924
CSNATm,0.0028778206,0.0028778206
CSNATp,0.0028778206,0.0028778206
CSNATr,0.0024749257,0.0024749257
CSNt,NaN,NaN
CSPG_At,NaN,NaN
CSPG_Atly,NaN,NaN
CSPG_Bt,NaN,NaN
CSPG_Btly,NaN,NaN
CSPG_Ct,NaN,NaN
CSPG_Ctly,NaN,NaN
CSPG_Dt,NaN,NaN
CSPG_Dtly,NaN,NaN
CSPG_Et,NaN,NaN
CSPG_Etly,NaN,NaN
CTPtn,NaN,NaN
CYANt,NaN,NaN
CYANtm,NaN,NaN
CYSALANaEx,NaN,NaN
CYSASNNaEx,NaN,NaN
CYSGLNNaEx,NaN,NaN
CYSGLTH,NaN,NaN
CYSGLUexR,NaN,NaN
CYSGLYexR,NaN,NaN
CYSLYSL,NaN,NaN
CYSO,0.0015644476,NaN
CYSSERNaEx,NaN,NaN
CYSt4,NaN,NaN
CYSTA,0.8379256800,58.9164445331
CYSTAm,0.2839483863,19.9650514977
CYStec,NaN,NaN
CYSTGLUex,NaN,NaN
CYSTHRNaEx,NaN,NaN
CYSTSERex,NaN,NaN
CYTD,0.0013228306,NaN
CYTDK1,NaN,NaN
CYTDK2m,NaN,NaN
CYTDn,0.0000032700,NaN
CYTDt,NaN,NaN
CYTDt4,NaN,NaN
CYTDtl,NaN,NaN
CYTDtm,NaN,NaN
CYTDtn,NaN,NaN
CYTK10,1.4845095417,1.1875958683
CYTK10n,1.4845095417,1.1875958683
CYTK11,0.7569528851,1.1600657046
CYTK11n,0.7569528851,1.1600657046
CYTK12,0.7569528851,1.1600657046
CYTK12n,0.7569528851,1.1600657046
CYTK13,0.7569528851,1.1600657046
CYTK13n,0.7569528851,1.1600657046
CYTK14,0.7569528851,1.1927406509
CYTK14n,0.7569528851,1.1927406509
CYTK1m,0.0053275537,0.0042620008
CYTK1n,1.4845095417,1.1875958683
CYTK2n,0.7569528851,1.1600657046
CYTK3,NaN,NaN
CYTK3n,0.7569528851,1.1753800500
CYTK4,NaN,NaN
CYTK4n,0.7569528851,1.1622632230
CYTK5,0.7569528851,1.1753800500
CYTK5n,1.4845095417,1.1875958683
CYTK6,1.4845095417,1.1875958683
CYTK6n,1.4845095417,1.1875958683
CYTK7,1.4845095417,1.2129293107
CYTK7n,1.4845095417,1.2129293107
CYTK8,1.4845095417,1.1875958683
CYTK8n,1.4845095417,1.1875958683
CYTK9,1.4845095417,1.1753800500
CYTK9n,1.4845095417,1.1753800500
D_3AIBt,NaN,NaN
D3AIBTm,0.0000009426,0.0000734099
DADA,0.0031573354,NaN
DADAe,0.0022364459,NaN
DADNK,NaN,NaN
DADNt4,NaN,NaN
DAG_HSter,NaN,NaN
DAGK_hs,0.0170207366,0.0121641137
DAGKn_hs,0.0057850878,0.0041343960
DAGt,NaN,NaN
DALAOXx,0.0050207606,NaN
