REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
A4GNT2g,NaN,NaN
AACTOOR,0.0023537784,NaN
AACTtm,NaN,NaN
AASAD3m,NaN,NaN
AATAi,0.0000000000,0.0000000000
ABO1g,0.0006382997,NaN
ABO2g,NaN,NaN
ABO3g,NaN,NaN
ABO4g,NaN,NaN
ABO5g,NaN,NaN
ABO6g,NaN,NaN
ABO7g,NaN,NaN
ABO8g,NaN,NaN
ABO9g,NaN,NaN
ABTArm,0.0007295610,0.1022526785
ABTD,NaN,NaN
ABTti,NaN,NaN
ABUTt2rL,NaN,NaN
ABUTt4_2_r,NaN,NaN
ACACT10m,0.1465454713,0.0104320505
ACACT1rm,0.0042975247,NaN
ACACT1x,0.0001146274,NaN
ACACt2m,NaN,NaN
ACACT4p,0.0029526748,NaN
ACACT5p,0.0029526748,NaN
ACACT6p,0.0029526748,NaN
ACACT7p,0.0029526748,NaN
ACACT8p,0.0029526748,NaN
ACACT9p,0.0029526748,NaN
ACACtx,NaN,NaN
ACALDtm,NaN,NaN
ACALDtr,NaN,NaN
ACALDtx,NaN,NaN
ACCOACm,0.0001859377,NaN
ACCOAgt,NaN,NaN
ACCOALm,0.0008053950,NaN
ACCOAtn,NaN,NaN
ACCOAtr,NaN,NaN
ACETONEt2,NaN,NaN
ACETONEt2m,NaN,NaN
ACGAGBSIDEtg,NaN,NaN
ACGAGBSIDEtl,NaN,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACGALK,NaN,NaN
ACGALK2,NaN,NaN
ACGALtlg,NaN,NaN
ACGALtly,NaN,NaN
ACGAM6PSi,0.0107176341,NaN
ACGAMK,0.0000340310,NaN
ACGAMPM,0.0037036580,0.0037036580
ACGAMtly,NaN,NaN
ACGBGBSIDEtg,NaN,NaN
ACGBGBSIDEtl,NaN,NaN
ACGPID,0.0016809192,NaN
ACGSm,0.0000119432,NaN
ACHEe,0.0797001800,NaN
ACHtn,NaN,NaN
ACHVESSEC,NaN,NaN
ACITL,1.1166504896,NaN
ACN13ACNGALGBSIDEte,NaN,NaN
ACN13ACNGALGBSIDEtg,NaN,NaN
ACN23ACNGALGBSIDEte,NaN,NaN
ACN23ACNGALGBSIDEtg,NaN,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACNACNGALGBSIDEte,NaN,NaN
ACNACNGALGBSIDEtg,NaN,NaN
ACNAM9PL,0.0594104727,NaN
ACNAM9PL2,0.0594104727,NaN
ACNAMlt,NaN,NaN
ACNAMPH,0.0434913989,NaN
ACNAMtn,NaN,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACNMLr,NaN,NaN
ACOAD10m,0.0148367639,NaN
ACOAD1fm,174.2905267626,NaN
ACOAD8m,20.2476870598,NaN
ACOAD9m,5.9748324783,NaN
ACOAHi,0.0000011865,NaN
ACOAO7p,0.0083073920,NaN
ACODA,6.3129726248,NaN
ACONTm,0.0098739503,0.0020493104
ACOX22x,NaN,NaN
ACOX2x,NaN,NaN
ACP1_FMN_,9.6053610022,NaN
ACRNtm,NaN,NaN
ACS2,0.0122434720,NaN
ACSm,0.2707999152,NaN
ACSOMT,0.0000015830,NaN
ACSRTNMT,0.0000015830,NaN
ACt2m,NaN,NaN
ACt2r,NaN,NaN
ACtg,NaN,NaN
ACTLMO,NaN,NaN
ACTNMO,NaN,NaN
ADA,0.0087130886,NaN
ADAe,0.0061717711,NaN
ADCim,NaN,NaN
ADEt,NaN,NaN
ADEtl,NaN,NaN
ADHAPtx,NaN,NaN
ADK1m,19.2608857589,8.7630874778
ADK3,0.0071893968,0.0066856267
ADK3m,NaN,NaN
ADKd,0.0073480321,0.0073508097
ADMDC,0.0005446238,NaN
ADNCYC,3.7311942302,NaN
ADNK1m,NaN,NaN
ADNt,NaN,NaN
ADNt4,NaN,NaN
ADNtl,NaN,NaN
ADNtm,NaN,NaN
ADPGLC,0.0382622733,NaN
ADPMAN,0.0328626843,NaN
ADPRDPm,0.0080811760,NaN
ADPRIBt,NaN,NaN
ADPtx,NaN,NaN
ADRNCOAtx,NaN,NaN
ADRNCPT1,0.0051005986,0.9063239548
ADRNCPT2,1.4888359963,0.0083788526
ADRNCRNt,NaN,NaN
ADRNLPVESSEC,NaN,NaN
ADRNt,NaN,NaN
ADSELK,0.0094773598,NaN
ADSK,0.0094773598,NaN
ADSL1,0.0255343821,NaN
ADSL2,0.0258703267,NaN
AFLATOXINte,NaN,NaN
AG13T10g,0.0002888077,NaN
AG13T11g,0.0002888077,NaN
AG13T12g,0.0002888077,NaN
AG13T13g,0.0002888077,NaN
AG13T14g,0.0002888077,NaN
AG13T15g,0.0002888077,NaN
AG13T16g,0.0002888077,NaN
AG13T17g,0.0002888077,NaN
AG13T18g,0.0002888077,NaN
AG13T1g,0.0002888077,NaN
AG13T2g,0.0002888077,NaN
AG13T3g,0.0002888077,NaN
AG13T4g,0.0002888077,NaN
AG13T5g,0.0002888077,NaN
AG13T6g,0.0002888077,NaN
AG13T7g,0.0002888077,NaN
AG13T8g,0.0002888077,NaN
AG13T9g,0.0002888077,NaN
AGLPC,NaN,NaN
AGLPED,NaN,NaN
AGLPET,NaN,NaN
AGLPH,NaN,NaN
AGLPR,NaN,NaN
AGLPT,NaN,NaN
AGMTm,0.0000016855,NaN
AGPAT1,0.0095059603,NaN
AGPex,NaN,NaN
AGPRim,0.9275576244,NaN
AGPSx,0.0157327061,NaN
AGTim,0.0000056188,NaN
AGTix,0.0000092986,NaN
AHANDROSTANGLCte,NaN,NaN
AHANDROSTANGLCtr,NaN,NaN
AHCYStn,NaN,NaN
AHCYStr,NaN,NaN
AHEXASE2ly,0.0295549271,NaN
AHEXASEly,0.0295549271,NaN
AIRCr,0.0597683895,0.0597683895
AKGDm,0.8479237265,NaN
AKGMALtm,NaN,NaN
AKGt4_3,NaN,NaN
AKGtp,NaN,NaN
AKR1C1,0.0000295205,NaN
AKR1C41,NaN,NaN
AKR1C42,NaN,NaN
AKR1D,NaN,NaN
AKR1D2,NaN,NaN
ALAASNNaEx,NaN,NaN
ALACYSNaEx,NaN,NaN
ALADGLNexR,NaN,NaN
ALADGLYexR,NaN,NaN
ALAGLNexR,NaN,NaN
ALAGLNNaEx,NaN,NaN
ALAGLYexR,NaN,NaN
ALASERNaEx,NaN,NaN
ALASm,0.0015583818,NaN
ALAt2rL,NaN,NaN
ALAt4,NaN,NaN
ALATA_L,0.0245976277,0.0238703339
ALATHRNaEx,NaN,NaN
ALAtN1,NaN,NaN
ALCD21_D,0.0168458057,NaN
ALCD21_L,0.0168458057,NaN
ALCD22_D,0.2272725708,NaN
ALCD22_L,0.0581497477,NaN
ALCD2if,0.0040176189,NaN
ALCD2yf,0.0272489316,NaN
ALDD20x,0.0193743251,NaN
ALDD20xm,0.1273063211,NaN
ALDD21,NaN,NaN
ALDD2xm,0.0795242838,NaN
ALDD2y,1.0676095968,NaN
ALDSTRNte,NaN,NaN
ALDSTRNtm,NaN,NaN
ALKP,0.0391587040,NaN
ALOX12,0.0124050783,NaN
ALOX12R,0.1478519916,NaN
ALOX15,0.0027988493,NaN
ALOX5,0.0009680024,NaN
ALOX52,0.0032409824,NaN
ALR2,0.9096233178,NaN
ALR3,0.0650554305,NaN
AMACR2p,NaN,NaN
AMACR2r,NaN,NaN
AMACRp,NaN,NaN
AMACRr,NaN,NaN
AMCOXO,NaN,NaN
AMETr,NaN,NaN
AMETt2m,NaN,NaN
AMETtn,NaN,NaN
AMPDA,0.1495567398,NaN
AMPTASECGe,0.3326496837,NaN
AMPtp,NaN,NaN
AMPtr,NaN,NaN
AMY1e,0.0040686888,NaN
AMY2e,1.8281519711,NaN
ANDRSTRNGLCte,NaN,NaN
ANDRSTRNGLCtr,NaN,NaN
ANDRSTRNte,NaN,NaN
ANDRSTRNtr,NaN,NaN
ANTIPYRENEte,NaN,NaN
AOBUTDsm,NaN,NaN
AP4AH1,0.0151413794,NaN
APAT2rm,0.0007295610,0.1022526785
APNNOXte,NaN,NaN
APOCF,NaN,NaN
APOCFm,NaN,NaN
APOC_LYS_BTNP,NaN,NaN
APOC_LYS_BTNPm,NaN,NaN
APPNNte,NaN,NaN
APRTO2,0.1863914289,NaN
AQCOBALt,NaN,NaN
ARAB_Lt,NaN,NaN
ARABR,0.5747963342,NaN
ARACHCOAtx,NaN,NaN
ARACHCPT1,0.0050990418,0.9063239548
ARACHCPT2,0.0008088469,0.0008438849
ARACHCRNt,NaN,NaN
ARACHDCOAtx,NaN,NaN
ARACHDt2,NaN,NaN
ARACHDtr,NaN,NaN
ARACHt,NaN,NaN
ARGDCm,0.0000587700,NaN
ARGLYSex,NaN,NaN
ARGNm,0.0148503137,NaN
ARGSS,1.6783687193,NaN
ARGt4,NaN,NaN
ARGtm,NaN,NaN
ARSA,0.0081021772,NaN
ARTCOAL1,NaN,NaN
ARTCOAL2,NaN,NaN
ARTCOAL3,NaN,NaN
R_group_phosphotase_1,NaN,NaN
R_group_phosphotase_2,NaN,NaN
R_group_phosphotase_3,NaN,NaN
ARTFR11,NaN,NaN
ARTFR12,NaN,NaN
ARTFR13,NaN,NaN
ARTFR202,NaN,NaN
ARTFR203,NaN,NaN
ARTFR204,NaN,NaN
ARTFR205,NaN,NaN
ARTFR206,NaN,NaN
ARTFR207,NaN,NaN
ARTFR208,NaN,NaN
ARTFR209,NaN,NaN
ARTFR210,NaN,NaN
ARTFR211,NaN,NaN
ARTFR212,NaN,NaN
ARTFR213,NaN,NaN
ARTFR31,NaN,NaN
ARTFR32,NaN,NaN
ARTFR33,NaN,NaN
ARTFR34,NaN,NaN
ARTFR41,NaN,NaN
ARTFR42,NaN,NaN
ARTFR43,NaN,NaN
ARTFR44,NaN,NaN
ARTFR45,NaN,NaN
ARTFR46,NaN,NaN
ARTFR51,NaN,NaN
ARTFR52,NaN,NaN
ARTFR53,NaN,NaN
ARTFR54,NaN,NaN
ARTFR55,NaN,NaN
ARTFR56,NaN,NaN
ARTFR57,NaN,NaN
ARTFR61,NaN,NaN
ARTPLM1,NaN,NaN
ARTPLM1m,NaN,NaN
ARTPLM2,NaN,NaN
ARTPLM2m,NaN,NaN
ARTPLM3,NaN,NaN
ARTPLM3m,NaN,NaN
ASAH1,0.0003147818,NaN
ASCBOX,NaN,NaN
ASCBt,NaN,NaN
ASCBt4,NaN,NaN
ASNALANaEx,NaN,NaN
ASNCYSNaEx,NaN,NaN
ASNGLNNaEx,NaN,NaN
ASNNm,0.0001098897,NaN
ASNS1,0.0160134909,NaN
ASNSERNaEx,NaN,NaN
ASNt4,NaN,NaN
ASNTHRNaEx,NaN,NaN
ASNtm,NaN,NaN
ASNtN1,NaN,NaN
Asn_X_Ser_Thrtr,NaN,NaN
ASPCTr,0.0071807312,0.0071807312
ASPDt6,NaN,NaN
ASPDxt,NaN,NaN
ASPGLUm,NaN,NaN
ASPNATm,NaN,NaN
ASPt6,NaN,NaN
ASPTAm,5.7787937105,13.6147674806
ATP1ter,NaN,NaN
ATP2ter,NaN,NaN
ATPasel,NaN,NaN
ATPH1e,1.4890633896,NaN
ATPH2e,0.1339738013,NaN
ATPtm,NaN,NaN
ATPtn,NaN,NaN
ATPtx,NaN,NaN
AVITE2t,NaN,NaN
B_MANNASEly,0.0566386672,NaN
B3GALT3g,0.0000515309,NaN
B3GALT41g,0.0006955177,NaN
B3GALT42g,0.0006955177,NaN
B3GALT43g,0.0006955177,NaN
B3GALT44g,0.0006955177,NaN
B3GALT5g,0.0000757810,NaN
B3GALTg,NaN,NaN
B3GNT11g,0.0002079922,NaN
B3GNT12g,0.0002079922,NaN
B3GNT310g,NaN,NaN
B3GNT311g,0.0000952815,NaN
B3GNT312g,NaN,NaN
B3GNT313g,NaN,NaN
B3GNT314g,NaN,NaN
B3GNT315g,NaN,NaN
B3GNT31g,NaN,NaN
B3GNT32g,NaN,NaN
B3GNT33g,NaN,NaN
B3GNT34g,NaN,NaN
B3GNT35g,NaN,NaN
B3GNT36g,NaN,NaN
B3GNT37g,NaN,NaN
B3GNT39g,NaN,NaN
B3GNT51g,NaN,NaN
BAAT1x,NaN,NaN
BAAT2x,NaN,NaN
BAAT3x,NaN,NaN
BAAT4x,NaN,NaN
BACCL,8.3345155352,NaN
BACCLm,8.3345155352,NaN
BALAtmr,NaN,NaN
BALAVECSEC,NaN,NaN
BAMPPALDOX,0.0891705341,NaN
BAMPPALDOXm,0.1273063211,NaN
BBHOX,0.0028471281,NaN
BCDO,0.0000029799,NaN
BDG2HCGHD,0.0000015050,NaN
BDHm,0.3099315396,0.2036766660
BDMT_L,0.0013587812,NaN
BDMT_U,0.0013587812,NaN
BETALDHxm,NaN,NaN
BHBt,NaN,NaN
BHBtm,NaN,NaN
BHMT,0.0000016099,NaN
BILDGLCURt,NaN,NaN
BILDGLCURte,NaN,NaN
BILDGLCURtr,NaN,NaN
BILGLCURt,NaN,NaN
BILGLCURte,NaN,NaN
BILGLCURtr,NaN,NaN
BILIRED,0.0085239687,NaN
BILIRUBt2,NaN,NaN
BILIRUBtr,NaN,NaN
BIOCYTtn,NaN,NaN
BMTer_L,0.0000132883,NaN
BMTer_U,NaN,NaN
BPNT2,0.0009807592,NaN
BTND1,0.0000759756,NaN
BTND1n,0.0001899389,NaN
BTNDe,0.0006220002,NaN
BTNDm,0.0015954866,NaN
BTNPL,0.0004378045,NaN
BTNPLm,0.0004378045,NaN
BTNt2,NaN,NaN
BTNt2m,NaN,NaN
BTNt3i,NaN,NaN
BTNt4i,NaN,NaN
BTNtn,NaN,NaN
BUP2,0.0000655015,NaN
BUTt2m,NaN,NaN
BVITEt,NaN,NaN
BZt,NaN,NaN
BZtr,NaN,NaN
C14STRr,0.0005514080,NaN
C160CPT1,0.0006431372,0.9063239548
C160CPT2,1.5088493904,0.0007415174
C160CRNt,NaN,NaN
C161CPT1,0.0051004850,0.9063239548
C161CPT12,0.0049686701,0.9063239548
C161CPT2,1.4888359963,0.0083786659
C161CPT22,1.4888359963,0.0081621311
C161CRN2t,0.0030427332,0.0030427332
C161CRNt,0.0030385342,0.0030385342
C180CPT1,0.0000443328,0.9063239548
C180CPT2,1.4888359963,0.0000728263
C180CRNt,NaN,NaN
C181CPT1,0.0000468304,0.9063239548
C181CPT2,1.4888359963,0.0000769292
C181CRNt,0.0030385342,0.0030385342
C204CPT1,0.0000268494,0.9063239548
C204CPT2,1.4888359963,0.0000441061
C204CRNt,NaN,NaN
C226COAtx,NaN,NaN
C226CPT1,0.0051000206,0.9063239548
C226CPT2,NaN,NaN
C226CRNt,NaN,NaN
C2M26DCOAHLm,12.4717798707,12.4717798707
C2M26DCOAHLx,19.5225490710,19.5225490710
C3STDH1Pr,NaN,NaN
C3STDH1r,NaN,NaN
C3STKR2r,0.6657146002,NaN
C4STMO1r,4.5828385460,NaN
C4STMO2Pr,NaN,NaN
C4STMO2r,NaN,NaN
CAATPS,NaN,NaN
CAROtr,NaN,NaN
CARVEOLte,NaN,NaN
CAT2p,824.5328243680,NaN
CAt7r,NaN,NaN
CATm,129.0177228178,NaN
CATp,412.2664121840,NaN
CBL2OR,NaN,NaN
CBL2tm,NaN,NaN
CBLATm,0.0066425825,0.0000009847
CBPPer,368.3357852300,NaN
CBPSam,0.0002233707,NaN
CBPter,NaN,NaN
CBR1,0.0704834705,0.1713047842
CBR2,0.0420781121,NaN
CCA_D3t,NaN,NaN
CCA_D3tm,NaN,NaN
CDIPTr,0.0000000000,0.0000000000
CDPDAGtm,NaN,NaN
CDS,0.0049480960,NaN
CDSm,0.0000006627,NaN
CEPTC,0.0000856699,NaN
CEPTE,NaN,NaN
CERK,0.0091232588,NaN
CERT1gt,NaN,NaN
CERT1rt,NaN,NaN
CERT2gt,NaN,NaN
CERT2rt,NaN,NaN
CGLYt3_2_,NaN,NaN
CH25H,NaN,NaN
CHAT,0.0000003542,0.0003672110
CHATn,0.0000003789,0.0003928304
CHLP,0.0000707137,NaN
CHLPCTD,0.0208171870,NaN
CHLtm,NaN,NaN
CHOLATEt,NaN,NaN
CHOLATEt2,NaN,NaN
CHOLATEt3,NaN,NaN
CHOLD2m,0.0132728212,NaN
CHOLK,NaN,NaN
CHOLPtg,NaN,NaN
CHOLPtl,NaN,NaN
CHOLt4,NaN,NaN
CHOLtg,NaN,NaN
CHOLtn,NaN,NaN
CHOLtr,NaN,NaN
CHOLtu,NaN,NaN
CHSTEROLSULT,0.0002077007,NaN
CHSTEROLt1,NaN,NaN
CHSTEROLt2,NaN,NaN
CHSTEROLt3,NaN,NaN
CHSTEROLtg,NaN,NaN
CHTNASE,0.0000474108,NaN
CHTNASEe,0.0000000058,NaN
CITMCOAHm,NaN,NaN
CITMCOALm,NaN,NaN
CITRtm,NaN,NaN
CITt4_2,NaN,NaN
CITtam,NaN,NaN
CITtbm,NaN,NaN
CK,0.0352120784,0.0798771352
CKc,0.8033530302,1.7431507692
CLFORtex,NaN,NaN
CLHCO3tex2,NaN,NaN
CLI2tex,NaN,NaN
CLOHtex2,NaN,NaN
CLOXAtex2,NaN,NaN
CLPNDCOAtx,NaN,NaN
CLPNDCPT1,0.0051005986,0.9063239548
CLPNDCPT2,NaN,NaN
CLPNDCRNt,NaN,NaN
CLPNDt,NaN,NaN
CLS_hs,0.0001806979,NaN
CMPACNAtg,NaN,NaN
CMPACNAtn,NaN,NaN
CMPSAS,0.0009523892,NaN
CMPSASn,0.0014920765,NaN
CO2ter,NaN,NaN
CO2tg,NaN,NaN
CO2tm,NaN,NaN
CO2tn,NaN,NaN
CO2tp,NaN,NaN
COAtg,NaN,NaN
COAtl,NaN,NaN
COAtm,NaN,NaN
COAtn,NaN,NaN
COAtp,NaN,NaN
COAtr,NaN,NaN
COKECBESr,0.0173712587,NaN
COQ3m,NaN,NaN
COQ5m,NaN,NaN
COQ6m,NaN,NaN
COQ7m,0.0003053959,NaN
CORE2GTg,0.0000182881,NaN
CORE3GTg,0.0000000443,NaN
CORE4GTg,0.0000001339,NaN
CORE5GTg,NaN,NaN
CORE6GTg,0.0000054219,NaN
CORE7GTg,NaN,NaN
CORE8GTg,NaN,NaN
COt,NaN,NaN
COUCOAFm,NaN,NaN
COUMARINte,NaN,NaN
CPCTDTX,0.0396121330,NaN
CREATt4_2_r,NaN,NaN
CREATtmdiffir,NaN,NaN
CRMPte,NaN,NaN
CRNCAR3tp,NaN,NaN
CRNCARtp,NaN,NaN
CRNt,NaN,NaN
CRNtHa,NaN,NaN
CRNtim,NaN,NaN
CRNtuNa,NaN,NaN
CRNtx,NaN,NaN
CRTNsyn,NaN,NaN
CRTSLt,NaN,NaN
CRTSLtm,NaN,NaN
CRTSLtr,NaN,NaN
CRTSTRNt,NaN,NaN
CRTSTRNtm,NaN,NaN
CRTSTRNtr,NaN,NaN
CRVNCtr,NaN,NaN
CSAPASEly,NaN,NaN
CSBPASEly,NaN,NaN
CSCPASEly,NaN,NaN
CSDPASEly,NaN,NaN
CSEPASEly,NaN,NaN
CSm,0.7282259363,NaN
CSNAT2m,0.0027797645,0.0027797645
CSNAT2x,0.0166827431,0.0166827431
CSNAT3x,0.0027797645,0.0027797645
CSNATer,0.0016678587,0.0016678587
CSNATm,0.0027797645,0.0027797645
CSNATp,0.0027797645,0.0027797645
CSNATr,0.0023905975,0.0023905975
CSNt,NaN,NaN
CSPG_At,NaN,NaN
CSPG_Atly,NaN,NaN
CSPG_Bt,NaN,NaN
CSPG_Btly,NaN,NaN
CSPG_Ct,NaN,NaN
CSPG_Ctly,NaN,NaN
CSPG_Dt,NaN,NaN
CSPG_Dtly,NaN,NaN
CSPG_Et,NaN,NaN
CSPG_Etly,NaN,NaN
CTPtn,NaN,NaN
CYANt,NaN,NaN
CYANtm,NaN,NaN
CYSALANaEx,NaN,NaN
CYSASNNaEx,NaN,NaN
CYSGLNNaEx,NaN,NaN
CYSGLTH,NaN,NaN
CYSGLUexR,NaN,NaN
CYSGLYexR,NaN,NaN
CYSLYSL,NaN,NaN
CYSO,0.0004724321,NaN
CYSSERNaEx,NaN,NaN
CYSt4,NaN,NaN
CYSTA,0.7005055454,49.2541249191
CYSTAm,0.2550690439,17.9344797959
CYStec,NaN,NaN
CYSTGLUex,NaN,NaN
CYSTHRNaEx,NaN,NaN
CYSTSERex,NaN,NaN
CYTD,0.0107711647,NaN
CYTDK1,NaN,NaN
CYTDK2m,NaN,NaN
CYTDn,0.0000061556,NaN
CYTDt,NaN,NaN
CYTDt4,NaN,NaN
CYTDtl,NaN,NaN
CYTDtm,NaN,NaN
CYTDtn,NaN,NaN
CYTK10,1.5168966950,1.2135053343
CYTK10n,1.5168966950,1.2135053343
CYTK11,0.7734671267,1.1853745523
CYTK11n,0.7734671267,1.1853745523
CYTK12,0.7734671267,1.1853745523
CYTK12n,0.7734671267,1.1853745523
CYTK13,0.7734671267,1.1853745523
CYTK13n,0.7734671267,1.1853745523
CYTK14,0.7734671267,1.2187623592
CYTK14n,0.7734671267,1.2187623592
CYTK1m,0.0005614558,0.0004491602
CYTK1n,1.5168966950,1.2135053343
CYTK2n,0.7734671267,1.1853745523
CYTK3,NaN,NaN
CYTK3n,0.7734671267,1.2010230067
CYTK4,NaN,NaN
CYTK4n,0.7734671267,1.1876200133
CYTK5,0.7734671267,1.2010230067
CYTK5n,1.5168966950,1.2135053343
CYTK6,1.5168966950,1.2135053343
CYTK6n,1.5168966950,1.2135053343
CYTK7,1.5168966950,1.2393914697
CYTK7n,1.5168966950,1.2393914697
CYTK8,1.5168966950,1.2135053343
CYTK8n,1.5168966950,1.2135053343
CYTK9,1.5168966950,1.2010230067
CYTK9n,1.5168966950,1.2010230067
D_3AIBt,NaN,NaN
D3AIBTm,0.0000000281,0.0000021887
DADA,0.0087130886,NaN
DADAe,0.0061717711,NaN
DADNK,NaN,NaN
DADNt4,NaN,NaN
DAG_HSter,NaN,NaN
DAGK_hs,0.0402151804,0.0287403559
DAGKn_hs,0.0060437922,0.0043192828
DAGt,NaN,NaN
DALAOXx,0.0001738897,NaN
