id	filename	md5	size	state
00afef3e-1818-4a93-879f-9e8c6613ee3d	nationwidechildrens.org_clinical_radiation_skcm.txt	152a1f4e2f4690b2e69a275efe8ebda5	37755	live
0415ffe2-a98d-40b9-ac60-6753fce56c7b	nationwidechildrens.org_clinical_drug_coad.txt	dac877287ee1938fc69659127c02a151	237163	live
0c5c379a-b41b-4502-8e71-33ed075f1e61	nationwidechildrens.org_clinical_drug_paad.txt	2557ab205c88c8719381934caa6f838d	111466	live
0c6d006f-465a-467b-b444-dfa953b70624	nationwidechildrens.org_clinical_patient_chol.txt	7341ac2cf2c6f839e3920b14bf8d276e	36059	live
0f56f656-18f5-4648-97d9-bdbb0f2184a2	nationwidechildrens.org_clinical_patient_luad.txt	63b212520576b66e5ea793dc12775143	747698	live
197cef65-b103-43a6-9925-e30c12bb5193	nationwidechildrens.org_clinical_patient_lusc.txt	d906c58ae184cbcf34ba0a4b9689fe1e	716232	live
1c929137-b2a9-4980-a0d8-f6d9b350986d	nationwidechildrens.org_clinical_radiation_dlbc.txt	83868c881edc6f4f5ecc504649340de5	3536	live
201ae5f5-d56d-4dbc-8790-85d422068fc0	nationwidechildrens.org_clinical_patient_skcm.txt	1baaf02497a68d9285bde98e02c212bd	298592	live
21ec3c2d-3dbb-4269-86d0-75a453d199fa	nationwidechildrens.org_clinical_patient_gbm.txt	ee1bea1c89bf96a1de6710d6df32c107	266938	live
22cdc9bd-e947-4046-866a-3d19c05a1a32	nationwidechildrens.org_clinical_drug_prad.txt	34c66bacd0e77921e86356bc90e6df4a	58472	live
264973df-ed67-43f7-b0ac-e63165a805e1	nationwidechildrens.org_clinical_drug_thca.txt	79a15a5c19decfc16cb834abd8ac722c	26179	live
26a3bc1b-b57b-44c0-b576-5f9364ccd0ea	nationwidechildrens.org_clinical_patient_laml.txt	81c01eb2a16e362d07077fb294ac3a34	313180	live
2b7065f3-60b6-47df-a189-6f608d6756a3	nationwidechildrens.org_clinical_drug_gbm.txt	fd708c2ed710ec588a950806a6ebf63f	592426	live
