REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,1.0432078152,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,9.8591761292,51.3524431666
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.4623248017,
2OXOADPTm,,
34DHOXPEGOX,1.3004729566,0.0060943733
34DHOXPEGt,,
34DHPHAMT,0.0020746809,
34DHPHEt,,
34DHPLACOX,0.0055111439,
34DHPLACOX_NADP_,0.0020700135999999997,0.0017809188
34DHXMANDACOX,0.0054795273,
34DHXMANDACOX_NADP_,0.0012004823,0.0010278388
34HPLFM,,
34HPPOR,2.8385000000000004e-06,
35CGMPtn,,
3AIBTm,0.0024303666,1.73404e-05
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0022001603,
3HAO,9.25018e-05,
3HBCDm,9.80455e-05,8.33251e-05
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.89e-08,
3HPCOAHYD,0.011855872,
3HPPD,,
3HXKYNDCL,3.8185e-06,
3HXKYNOXDA,0.0004147444,
3M4HDXPAC,0.0055111439,0.0068450817
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0055111439,
3MOX4HOXPGALDOX_NADP_,0.0080691466,0.00685122
3MOXTYROX,0.0004147444,
3NTD7l,0.022761370299999997,
3SALAASPm,,
3SALACBOXL,0.00045862050000000003,
3SALAOX,,
3SALATAi,16.7795946723,
3SALATAim,5.977295966000001,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0004147444,
41R2A1H12BOOX,0.0004147444,
42A12BOOX,0.0004238321,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0037077093,
4HOXPACDOX_NADP_,0.0080691466,0.0069997265
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.011776422199999999,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7555000000000002e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,2.7649999999999997e-07,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,6.34e-08,
5HOXINDACTOXm,0.0047369191,
5HOXINOXDA,0.002808755,
5HTRPDOX,3.7681e-06,
5HTRPVESSEC,,
5HXKYNDCL,2.783e-07,
5HXKYNOXDA,0.0004147444,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0029479974,
A_MANASEly,0.2696660608,
A4GALTc,2.9039e-06,
A4GALTg,8.744e-06,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,5.50555e-05,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,1.8900999999999997e-05,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,1.73404e-05,0.0024303666
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.14527063169999999,0.010341299200000001
ACACT1rm,0.0033853571000000003,
ACACT1x,0.00028238009999999997,
ACACt2m,,
ACACT4p,0.0053396088,
ACACT5p,0.0053396088,
ACACT6p,0.0053396088,
ACACT7p,0.0053396088,
ACACT8p,0.0053396088,
ACACT9p,0.0053396088,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
