REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,6.7358811635,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,6.8406655913,35.6302480444
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.37303265770000005,
2OXOADPTm,,
34DHOXPEGOX,1.4478714553999998,0.0067851231
34DHOXPEGt,,
34DHPHAMT,0.0011411485,
34DHPHEt,,
34DHPLACOX,0.015423681399999998,
34DHPLACOX_NADP_,0.009370296,0.0080616556
34DHXMANDACOX,0.013433991000000001,
34DHXMANDACOX_NADP_,0.0093630037,0.0080164933
34HPLFM,,
34HPPOR,3.712e-07,
35CGMPtn,,
3AIBTm,0.024759823700000003,0.00017665849999999998
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.000499073,
3HAO,0.0005489259,
3HBCDm,0.0001104098,9.3833e-05
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,3.4950000000000005e-07,
3HPCOAHYD,0.0066004735,
3HPPD,,
3HXKYNDCL,7.04732e-05,
3HXKYNOXDA,0.0026940856,
3M4HDXPAC,0.015423681399999998,0.0191568867
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.015423681399999998,
3MOX4HOXPGALDOX_NADP_,0.022582597700000002,0.0191740654
3MOXTYROX,0.0026940856,
3NTD7l,0.4649744808,
3SALAASPm,,
3SALACBOXL,0.0002287271,
3SALAOX,,
3SALATAi,22.5082454691,
3SALATAim,7.8430844982000005,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0026940856,
41R2A1H12BOOX,0.0026940856,
42A12BOOX,0.0027499663,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.002216464,
4HOXPACDOX_NADP_,0.022582597700000002,0.019589681
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.012786528,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,5.1031e-06,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,6.649e-07,
5HOXINDACTOXm,0.0150433184,
5HOXINOXDA,0.0182450361,
5HTRPDOX,0.0015721378,
5HTRPVESSEC,,
5HXKYNDCL,5.1371e-06,
5HXKYNOXDA,0.0026940856,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.002248824,
A_MANASEly,0.3030424527,
A4GALTc,3.05637e-05,
A4GALTg,9.202969999999999e-05,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,0.000239222,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,6.979500000000001e-06,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.00017665849999999998,0.024759823700000003
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1626725941,0.011580083
ACACT1rm,0.0055340802,
ACACT1x,0.00012776940000000002,
ACACt2m,,
ACACT4p,0.0079103004,
ACACT5p,0.0079103004,
ACACT6p,0.0079103004,
ACACT7p,0.0079103004,
ACACT8p,0.0079103004,
ACACT9p,0.0079103004,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
