REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,1.4726829775999999,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,12.298686077200001,64.0588594347
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.9666566970999999,
2OXOADPTm,,
34DHOXPEGOX,2.5372648022,0.0118903194
34DHOXPEGt,,
34DHPHAMT,0.00047276839999999996,
34DHPHEt,,
34DHPLACOX,0.1542054291,
34DHPLACOX_NADP_,0.0065763043,0.0056578683
34DHXMANDACOX,0.15419887300000001,
34DHXMANDACOX_NADP_,0.0065127765,0.0055761624
34HPLFM,,
34HPPOR,5.6588e-06,
35CGMPtn,,
3AIBTm,0.0277993336,0.000198345
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0007205538,
3HAO,0.0007013946,
3HBCDm,0.0004423554,0.0003759407
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.53e-08,
3HPCOAHYD,0.0183805027,
3HPPD,,
3HXKYNDCL,3.0868000000000002e-06,
3HXKYNOXDA,0.0049184796,
3M4HDXPAC,0.1542054291,0.1915298853
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.1542054291,
3MOX4HOXPGALDOX_NADP_,0.2257800244,0.191701638
3MOXTYROX,0.0049184796,
3NTD7l,0.11588548230000001,
3SALAASPm,,
3SALACBOXL,0.0007442128,
3SALAOX,,
3SALATAi,24.797624767800002,
3SALATAim,5.9812467458,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0049184796,
41R2A1H12BOOX,0.0049184796,
42A12BOOX,0.004179562800000001,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0007964083000000001,
4HOXPACDOX_NADP_,0.2257800244,0.19585694809999998
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0161940323,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7566999999999998e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,2.235e-07,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,7.491e-07,
5HOXINDACTOXm,0.0347052136,
5HOXINOXDA,0.0333092008,
5HTRPDOX,0.0011693788,
5HTRPVESSEC,,
5HXKYNDCL,2.25e-07,
5HXKYNOXDA,0.0049184796,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0025180132,
A_MANASEly,0.18111815760000002,
A4GALTc,2.0571e-06,
A4GALTg,6.1942e-06,
A4GNT1g,5.63e-08,
A4GNT2g,,
AACTOOR,0.0001153225,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0001228374,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.000198345,0.0277993336
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1502157761,0.0106933264
ACACT1rm,0.0044985942,
ACACT1x,0.00032272029999999997,
ACACt2m,,
ACACT4p,0.0037310296999999997,
ACACT5p,0.0037310296999999997,
ACACT6p,0.0037310296999999997,
ACACT7p,0.0037310296999999997,
ACACT8p,0.0037310296999999997,
ACACT9p,0.0037310296999999997,
ACACtx,,
ACALDtm,,
ACALDtr,,
