REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,12.248405480799999,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,5.624025479199999,29.293263960900003
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,1.9603932781,
2OXOADPTm,,
34DHOXPEGOX,1.2164955837,0.0057008321999999995
34DHOXPEGt,,
34DHPHAMT,0.0005668581,
34DHPHEt,,
34DHPLACOX,0.0325051047,
34DHPLACOX_NADP_,0.0431649593,0.037136611
34DHXMANDACOX,0.004793494000000001,
34DHXMANDACOX_NADP_,0.0431606138,0.0369536083
34HPLFM,,
34HPPOR,6.753e-07,
35CGMPtn,,
3AIBTm,0.3060587291,0.0021836934
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.000630855,
3HAO,0.0005251369,
3HBCDm,0.0011364230000000001,0.0009658017999999999
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,2.153e-06,
3HPCOAHYD,0.0104022326,
3HPPD,,
3HXKYNDCL,0.00043412,
3HXKYNOXDA,0.0532275045,
3M4HDXPAC,0.0325051047,0.0403727612
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0325051047,
3MOX4HOXPGALDOX_NADP_,0.0475923796,0.0404089651
3MOXTYROX,0.0532275045,
3NTD7l,0.0227351482,
3SALAASPm,,
3SALACBOXL,0.001955708,
3SALAOX,,
3SALATAi,27.209221880799998,
3SALATAim,7.4628067141,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0532275045,
41R2A1H12BOOX,0.0532275045,
42A12BOOX,0.0449444124,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0008699463,
4HOXPACDOX_NADP_,0.0475923796,0.0412848668
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.056324568600000006,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,3.14355e-05,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.4762e-06,
5HOXINDACTOXm,0.0423957744,
5HOXINOXDA,0.3604702655,
5HTRPDOX,1.53032e-05,
5HTRPVESSEC,,
5HXKYNDCL,3.16447e-05,
5HXKYNOXDA,0.0532275045,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0012194069,
A_MANASEly,0.0241404097,
A4GALTc,1.91215e-05,
A4GALTg,5.757649999999999e-05,
A4GNT1g,3.07e-08,
A4GNT2g,,
AACTOOR,0.0011285795,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0006426829,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0021836934,0.3060587291
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.2099258344,0.014943873
ACACT1rm,0.0071689762,
ACACT1x,0.0004119482,
ACACt2m,,
ACACT4p,0.0033639543,
ACACT5p,0.0033639543,
ACACT6p,0.0033639543,
ACACT7p,0.0033639543,
ACACT8p,0.0033639543,
ACACT9p,0.0033639543,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
ACCOACm,1.7424e-06,
ACCOAgt,,
