REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,0.4597441772,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,7.6088766535,39.6315473822
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.6194161301,
2OXOADPTm,,
34DHOXPEGOX,8.850313681900001,0.0414749994
34DHOXPEGt,,
34DHPHAMT,0.0019904879000000003,
34DHPHEt,,
34DHPLACOX,0.3615358254,
34DHPLACOX_NADP_,0.4884153371,0.42020404159999997
34DHXMANDACOX,0.27972794219999997,
34DHXMANDACOX_NADP_,0.1219382651,0.10440210400000001
34HPLFM,,
34HPPOR,1.1198e-06,
35CGMPtn,,
3AIBTm,0.007610073100000001,5.4297e-05
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.00035260900000000004,
3HAO,0.0013442420999999999,
3HBCDm,0.0030248287,0.0025706846
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.244e-07,
3HPCOAHYD,0.0091272556,
3HPPD,,
3HXKYNDCL,2.50865e-05,
3HXKYNOXDA,0.0353372469,
3M4HDXPAC,0.3615358254,0.4490433029
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.3615358254,
3MOX4HOXPGALDOX_NADP_,0.5293430199,0.4494459783
3MOXTYROX,0.0353372469,
3NTD7l,0.1046022361,
3SALAASPm,,
3SALACBOXL,0.0001226974,
3SALAOX,,
3SALATAi,17.0383811998,
3SALATAim,7.8199713288,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0353372469,
41R2A1H12BOOX,0.0353372469,
42A12BOOX,0.029242178900000002,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0018398742,
4HOXPACDOX_NADP_,0.5293430199,0.459188135
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.024127702999999997,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7556e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,1.8166e-06,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,8.820000000000001e-08,
5HOXINDACTOXm,0.1099693533,
5HOXINOXDA,0.2393128681,
5HTRPDOX,0.0001343932,
5HTRPVESSEC,,
5HXKYNDCL,1.8287e-06,
5HXKYNOXDA,0.0353372469,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0016826795,
A_MANASEly,0.1434866712,
A4GALTc,0.0018063723999999998,
A4GALTg,0.005439129799999999,
A4GNT1g,1.8e-08,
A4GNT2g,,
AACTOOR,3.85059e-05,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0003190977,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,5.4297e-05,0.007610073100000001
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.047170961100000006,0.0033579328000000004
ACACT1rm,0.0016288576999999999,
ACACT1x,0.0011263353,
ACACt2m,,
ACACT4p,0.0030856445,
ACACT5p,0.0030856445,
ACACT6p,0.0030856445,
ACACT7p,0.0030856445,
ACACT8p,0.0030856445,
ACACT9p,0.0030856445,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
