id	filename	md5	size	state
9d298cc7-71d2-43f5-835d-d7ef7a43bb11	TCGA.ACC.muse.9d298cc7-71d2-43f5-835d-d7ef7a43bb11.DR-10.0.somatic.maf.gz	cfe2006d3791ae4096bb8af8d7d01c77	2343564	submitted
7ed5eb26-d52c-45c5-bfa1-e39f963007a8	TCGA.BLCA.muse.7ed5eb26-d52c-45c5-bfa1-e39f963007a8.DR-10.0.somatic.maf.gz	9a9d2faa245cd5c0d57511b2325958c6	29745431	submitted
b8ca5856-9819-459c-87c5-94e91aca4032	TCGA.BRCA.muse.b8ca5856-9819-459c-87c5-94e91aca4032.DR-10.0.somatic.maf.gz	f814c909403da10f3d2200d2a4b45f42	23039649	submitted
39f0a058-6ce5-4bbc-bcc8-57d4cd14066f	TCGA.CESC.muse.39f0a058-6ce5-4bbc-bcc8-57d4cd14066f.DR-10.0.somatic.maf.gz	7111deb1c6296a35d731e3b93f461ed2	21332836	submitted
7837f512-39c2-4c7c-a338-43e51a54701c	TCGA.CHOL.muse.7837f512-39c2-4c7c-a338-43e51a54701c.DR-10.0.somatic.maf.gz	18440ef2d21feb668683c9014ee7d00b	940692	submitted
70cb1255-ec99-4c08-b482-415f8375be3f	TCGA.COAD.muse.70cb1255-ec99-4c08-b482-415f8375be3f.DR-10.0.somatic.maf.gz	81bdad7f2da82bf274cddc6f777cab3e	51138822	submitted
eea22323-9e5b-45e3-90c2-8aa7d07da175	TCGA.DLBC.muse.eea22323-9e5b-45e3-90c2-8aa7d07da175.DR-10.0.somatic.maf.gz	f32d4d95a120d419a532bb8cec79581c	1483336	submitted
b267fee6-e9a0-4d50-88fb-79eb8da1e8dd	TCGA.ESCA.muse.b267fee6-e9a0-4d50-88fb-79eb8da1e8dd.DR-10.0.somatic.maf.gz	510e21f1949f210ebc57a9bff2cb23a2	8330013	submitted
59a84472-27d4-497c-8f37-8bc447ff9374	TCGA.GBM.muse.59a84472-27d4-497c-8f37-8bc447ff9374.DR-10.0.somatic.maf.gz	c5789567214d2a1bc774d00402fa4a8f	12586528	submitted
225a3a8f-27fd-4d9f-b8af-4eadbae9304e	TCGA.HNSC.muse.225a3a8f-27fd-4d9f-b8af-4eadbae9304e.DR-10.0.somatic.maf.gz	3c05ffd4c9ffe0b21fd7d5674c4e78bd	21328114	submitted
