id	filename	md5	size	state
422bff06-f1b2-4768-be4a-8bcb82644ce2	TCGA.ACC.somaticsniper.422bff06-f1b2-4768-be4a-8bcb82644ce2.DR-10.0.somatic.maf.gz	877c8da1e2c5a17110b97366ef5b4953	2243253	submitted
17350cc9-f9ae-48c2-8663-25d794e873d1	TCGA.BLCA.somaticsniper.17350cc9-f9ae-48c2-8663-25d794e873d1.DR-10.0.somatic.maf.gz	fb3827b69cd2dc15a88949770e8f09e3	23606229	submitted
7dd592e3-5950-4438-96d5-3c718aca3f13	TCGA.BRCA.somaticsniper.7dd592e3-5950-4438-96d5-3c718aca3f13.DR-10.0.somatic.maf.gz	21d64325c5780be0b1fadcc55fe5e3d4	16910889	submitted
45747e1f-7a37-4d82-b722-ae76fe5a0fcf	TCGA.CESC.somaticsniper.45747e1f-7a37-4d82-b722-ae76fe5a0fcf.DR-10.0.somatic.maf.gz	5b61f546ac3dc103d112de0d429e4ba3	18972940	submitted
5d5dfadb-f18d-4f19-aff4-166dac7b92df	TCGA.CHOL.somaticsniper.5d5dfadb-f18d-4f19-aff4-166dac7b92df.DR-10.0.somatic.maf.gz	09ed242a7c8e34db40101fa716b12f34	867168	submitted
70835251-ddd5-4c0d-968e-1791bf6379f6	TCGA.COAD.somaticsniper.70835251-ddd5-4c0d-968e-1791bf6379f6.DR-10.0.somatic.maf.gz	b2194e7456628b42d7f64e2b47ec1c7d	41620844	submitted
85f382f8-0155-4fe9-af0c-5813587d1f63	TCGA.DLBC.somaticsniper.85f382f8-0155-4fe9-af0c-5813587d1f63.DR-10.0.somatic.maf.gz	1a98c9d85f3985bf6b0b1c30dbc0e217	1253011	submitted
56890408-24a5-4b5a-b822-aaf872c057b8	TCGA.ESCA.somaticsniper.56890408-24a5-4b5a-b822-aaf872c057b8.DR-10.0.somatic.maf.gz	8a8fc26b588efa73bb35636928e30b95	7341729	submitted
61b82eef-f454-434f-a1ca-e9928fd4b936	TCGA.GBM.somaticsniper.61b82eef-f454-434f-a1ca-e9928fd4b936.DR-10.0.somatic.maf.gz	36f9024f833960d3dbdae9d4b54c0594	10405966	submitted
3f73f93c-a372-4097-bdff-77ca9760c6d3	TCGA.HNSC.somaticsniper.3f73f93c-a372-4097-bdff-77ca9760c6d3.DR-10.0.somatic.maf.gz	2071846e26846071376de42cd693c504	16175695	submitted
712350fe-c380-4894-9bb5-c8f94dc59b32	TCGA.KICH.somaticsniper.712350fe-c380-4894-9bb5-c8f94dc59b32.DR-10.0.somatic.maf.gz	05537fae498b611dc10f7e707a296b99	531263	submitted
4c3a899f-be0f-454f-b5dc-e30e29314c49	TCGA.KIRC.somaticsniper.4c3a899f-be0f-454f-b5dc-e30e29314c49.DR-10.0.somatic.maf.gz	84b511a69f7d6bb8801f825451ba6207	3871809	submitted
5b9653b9-683c-4add-a3bd-2d238ed69205	TCGA.KIRP.somaticsniper.5b9653b9-683c-4add-a3bd-2d238ed69205.DR-10.0.somatic.maf.gz	f4e25df5aff491b770161c24235f2cf2	4714978	submitted
99c2a8ba-1930-4dc7-ad71-7883eb7e29a9	TCGA.LAML.somaticsniper.99c2a8ba-1930-4dc7-ad71-7883eb7e29a9.DR-10.0.somatic.maf.gz	1e3fa7c5b53144b1dac2c7e1bcdaa5cc	753244	submitted
76313658-c6df-4f73-8e04-affdbb0013bd	TCGA.LGG.somaticsniper.76313658-c6df-4f73-8e04-affdbb0013bd.DR-10.0.somatic.maf.gz	16ff21347da0f6cd8b274974f1298db4	6030917	submitted
289cc0ee-c2c9-45b9-99ae-0ea3c30a0b09	TCGA.LIHC.somaticsniper.289cc0ee-c2c9-45b9-99ae-0ea3c30a0b09.DR-10.0.somatic.maf.gz	7bcb30b094e5b0350fa435044d49711f	10285459	submitted
3fa04c26-8b39-44ac-8510-fdb626881c93	TCGA.LUAD.somaticsniper.3fa04c26-8b39-44ac-8510-fdb626881c93.DR-10.0.somatic.maf.gz	e30ec9bb1cee3cf33a8e5dd486e2f65e	30076344	submitted
153233d7-0731-4252-a835-ecd067c5ae71	TCGA.LUSC.somaticsniper.153233d7-0731-4252-a835-ecd067c5ae71.DR-10.0.somatic.maf.gz	fb0f290c9d91492cbcde168376cab4a8	30080996	submitted
9a11034e-1102-4fed-a75e-3e2a40253433	TCGA.MESO.somaticsniper.9a11034e-1102-4fed-a75e-3e2a40253433.DR-10.0.somatic.maf.gz	cb88ea8181388a1511131f05c28ec00e	673113	submitted
3e48014d-ce4a-4937-bba4-13eaf631a64a	TCGA.OV.somaticsniper.3e48014d-ce4a-4937-bba4-13eaf631a64a.DR-10.0.somatic.maf.gz	2e2acbce23e19909921e5f261e752ec6	7593913	submitted
0ca0083b-4c11-47f2-b672-d74911f50b89	TCGA.PAAD.somaticsniper.0ca0083b-4c11-47f2-b672-d74911f50b89.DR-10.0.somatic.maf.gz	35c4c671ec0668cd69e9262d55455fab	2942387	submitted
169b9b90-3584-41a3-be17-2317d9a28212	TCGA.PCPG.somaticsniper.169b9b90-3584-41a3-be17-2317d9a28212.DR-10.0.somatic.maf.gz	0a94f20737ff7ff6baede4ec3e0c5f67	388915	submitted
1e36e3a8-548e-4188-8915-d0e6172f01da	TCGA.PRAD.somaticsniper.1e36e3a8-548e-4188-8915-d0e6172f01da.DR-10.0.somatic.maf.gz	c767ba46bd0672f7af6138c2f59e6c95	4883557	submitted
e48ffb82-9208-4be3-8a47-0a1168a07054	TCGA.READ.somaticsniper.e48ffb82-9208-4be3-8a47-0a1168a07054.DR-10.0.somatic.maf.gz	422cea8481f1dddfe814dbc2e10239ed	11117717	submitted
cb869763-5119-4c48-8721-da4995830127	TCGA.SARC.somaticsniper.cb869763-5119-4c48-8721-da4995830127.DR-10.0.somatic.maf.gz	dc006c395a17acbbad3d1c5b12ca450a	4700651	submitted
b8ef7b54-adb8-4751-93bd-c26349be4252	TCGA.SKCM.somaticsniper.b8ef7b54-adb8-4751-93bd-c26349be4252.DR-10.0.somatic.maf.gz	1f7b917d18ddf2c022ce6da4258ed619	73135712	submitted
6a5e4a85-f398-43b0-89cf-a680fd3737fa	TCGA.STAD.somaticsniper.6a5e4a85-f398-43b0-89cf-a680fd3737fa.DR-10.0.somatic.maf.gz	f6136aa57188385c6850b8a3e4cc00ae	30602667	submitted
3e7ae664-c237-4332-bf2b-2df323a82f2e	TCGA.TGCT.somaticsniper.3e7ae664-c237-4332-bf2b-2df323a82f2e.DR-10.0.somatic.maf.gz	cb3890ee51ef8f973f4db72a5566b26e	459334	submitted
6227cd91-5e86-45d4-a8c1-bffd4cb31964	TCGA.THCA.somaticsniper.6227cd91-5e86-45d4-a8c1-bffd4cb31964.DR-10.0.somatic.maf.gz	1d4602ceaaec71c458d75ae13aa72102	1139294	submitted
fd3af8fd-e80d-4318-859f-757f32e6d8b4	TCGA.THYM.somaticsniper.fd3af8fd-e80d-4318-859f-757f32e6d8b4.DR-10.0.somatic.maf.gz	16a9676aae9fa5958b6709e1b7d27d9f	638738	submitted
10721f4e-972c-4a87-bb5a-282b8886d3fb	TCGA.UCEC.somaticsniper.10721f4e-972c-4a87-bb5a-282b8886d3fb.DR-10.0.somatic.maf.gz	5258d649e20bfe6297c0b8dfdd792b26	155116109	submitted
1a7c5a64-2d41-4a4f-b3b0-94add4982504	TCGA.UCS.somaticsniper.1a7c5a64-2d41-4a4f-b3b0-94add4982504.DR-10.0.somatic.maf.gz	e20b9040a961ce4a717b6db52b20b60f	2028344	submitted
798f210d-921a-4e19-959e-9a9caf0051a8	TCGA.UVM.somaticsniper.798f210d-921a-4e19-959e-9a9caf0051a8.DR-10.0.somatic.maf.gz	045225c347c02692e310365c3ca5fedc	374771	submitted
