id	filename	md5	size	state
747f92d2-3208-49cc-a564-3c5d0a2697ef	TCGA.ACC.varscan.747f92d2-3208-49cc-a564-3c5d0a2697ef.DR-10.0.somatic.maf.gz	28bc3af250abddd54448edfec378569c	2681416	submitted
4a755399-e5b5-4d0e-b1e3-dae24b81590e	TCGA.BLCA.varscan.4a755399-e5b5-4d0e-b1e3-dae24b81590e.DR-10.0.somatic.maf.gz	0e59936e32b1f5ec916b20d153acd449	29621334	submitted
6c93f518-1956-4435-9806-37185266d248	TCGA.BRCA.varscan.6c93f518-1956-4435-9806-37185266d248.DR-10.0.somatic.maf.gz	23f303806e40f6f30fc52b5a9c6eb327	24161125	submitted
26ff3594-2e37-4011-8231-c973217b6a85	TCGA.CESC.varscan.26ff3594-2e37-4011-8231-c973217b6a85.DR-10.0.somatic.maf.gz	fa05b7ed26070017c6feefe039304198	22480115	submitted
e3ad739d-6baa-4c42-a6f7-786d069239c1	TCGA.CHOL.varscan.e3ad739d-6baa-4c42-a6f7-786d069239c1.DR-10.0.somatic.maf.gz	1040c97a0739159a229525c8a779e1db	1238126	submitted
8177ce4f-02d8-4d75-a0d6-1c5450ee08b0	TCGA.COAD.varscan.8177ce4f-02d8-4d75-a0d6-1c5450ee08b0.DR-10.0.somatic.maf.gz	ad4c6f8fe8a284b3196db17a3a74d7b2	59927744	submitted
99d1b597-cf33-4e89-a2e0-2e6bc972cdbe	TCGA.DLBC.varscan.99d1b597-cf33-4e89-a2e0-2e6bc972cdbe.DR-10.0.somatic.maf.gz	c8de22176827a0220b43e7fb08e944d4	1577627	submitted
9dab6855-ba5e-4afb-b3a0-f034a6f82eb2	TCGA.ESCA.varscan.9dab6855-ba5e-4afb-b3a0-f034a6f82eb2.DR-10.0.somatic.maf.gz	f87bc0bfc5557f028b0a68042da79d47	10061182	submitted
8f06ee91-d5ab-4024-98fb-b6c46f9d90a9	TCGA.GBM.varscan.8f06ee91-d5ab-4024-98fb-b6c46f9d90a9.DR-10.0.somatic.maf.gz	a2e1e40878769974d122f29a05d2e7e9	13078078	submitted
5296cf00-4d8c-4db3-80d7-930a4b44f90d	TCGA.HNSC.varscan.5296cf00-4d8c-4db3-80d7-930a4b44f90d.DR-10.0.somatic.maf.gz	d90fbd1392ab050f75b91168ad93cf0c	22236909	submitted
2b594d3d-9cf6-4ad5-8952-79a7dbdbd346	TCGA.KICH.varscan.2b594d3d-9cf6-4ad5-8952-79a7dbdbd346.DR-10.0.somatic.maf.gz	f6c61dbfcd0e59fc02c6d924f8085ab7	685308	submitted
ee42d944-ccbf-4406-9e7c-ffe1a0a4a1d7	TCGA.KIRC.varscan.ee42d944-ccbf-4406-9e7c-ffe1a0a4a1d7.DR-10.0.somatic.maf.gz	b039ef6ba0f80b876723d3627a5cd55d	5802783	submitted
