GENDER,FEMALE
PRIMARY SITE,Ovary
HISTOLOGY,Carcinoma
HISTOLOGIC SUBTYPE,Mucinous carcinoma
RADIATION AUC,1.706
IC50 DRUG Doxorubicin [uM],0.10960009912976197
IC50 DRUG Etoposide [uM],3.6179370944781817
IC50 DRUG Gemcitabine [uM],0.02029158522110216
IC50 DRUG Mitomycin C [uM],1.2144593520209572
IC50 DRUG Vinorelbine [uM],0.006939476080753193
IC50 DRUG NSC-87877 [uM],253.11324568940876
IC50 DRUG Bicalutamide [uM],33.605609418021814
IC50 DRUG QS11 [uM],45.16972222041773
IC50 DRUG CP466722 [uM],11.383193349374805
IC50 DRUG Midostaurin [uM],0.6713820029856775
IC50 DRUG CHIR-99021 [uM],13.454209082120276
IC50 DRUG Ponatinib [uM],0.8285376496481413
IC50 DRUG AZD6482 [uM],14.092109065752112
IC50 DRUG JNK-9L [uM],0.3628306799340319
IC50 DRUG PF-562271 [uM],2.6666046593563277
IC50 DRUG HG6-64-1 [uM],0.7943898049353534
IC50 DRUG JQ1 [uM],13.140551720020493
IC50 DRUG JQ12 [uM],1.257057911816605
IC50 DRUG DMOG [uM],552.9673731206764
IC50 DRUG FTI-277 [uM],12.789058491249577
IC50 DRUG OSU-03012 [uM],4.436953534218825
IC50 DRUG Shikonin [uM],0.3185904043923752
IC50 DRUG AKT inhibitor VIII [uM],29.929421702179212
IC50 DRUG Embelin [uM],21.784484582377807
IC50 DRUG FH535 [uM],4.911360544196688
IC50 DRUG PAC-1 [uM],4.221054591388693
IC50 DRUG IPA-3 [uM],12.83007468842599
IC50 DRUG GSK650394 [uM],9.707094403654075
IC50 DRUG BAY-61-3606 [uM],2.2970530068567085
IC50 DRUG Fluorouracil [uM],24.62654681727256
IC50 DRUG Thapsigargin [uM],0.025783487792236357
IC50 DRUG Obatoclax [uM],15.542916433273323
IC50 DRUG BMS-754807 [uM],15.944867649682363
IC50 DRUG Linsitinib [uM],445.41035352205085
IC50 DRUG Bexarotene [uM],42.35663163567059
IC50 DRUG Bleomycin [uM],1.398833954593633
IC50 DRUG LFM-A13 [uM],194.66244358263876
IC50 DRUG GW-2580 [uM],377.35372116825096
IC50 DRUG Luminespib [uM],0.18669462842598838
IC50 DRUG Phenformin [uM],3677.68589321919
IC50 DRUG Bryostatin 1 [uM],0.11382603555738963
IC50 DRUG Pazopanib [uM],54.07121640517353
IC50 DRUG Dacinostat [uM],0.015825178996826082
IC50 DRUG Patupilone [uM],0.0017514311942462865
IC50 DRUG GSK1904529A [uM],332.9598792536348
IC50 DRUG BMS-345541 [uM],24.823257099642237
IC50 DRUG Tipifarnib [uM],0.8410703265270042
IC50 DRUG Avagacestat [uM],39.09923884804808
IC50 DRUG Ruxolitinib [uM],472.7723580398217
IC50 DRUG AS601245 [uM],6.509254932644299
IC50 DRUG Ispinesib [uM],0.2277437922668843
IC50 DRUG TL-2-105 [uM],198.47913872102254
IC50 DRUG AT-7519 [uM],2.009735256074013
IC50 DRUG TAK-715 [uM],52.29673809471844
IC50 DRUG BX-912 [uM],87.75299563027228
IC50 DRUG ZSTK474 [uM],3.730043888722353
IC50 DRUG AS605240 [uM],17.448662532342986
IC50 DRUG Genentech Cpd 10 [uM],18.734242517191205
IC50 DRUG GSK1070916 [uM],8.768072509856598
IC50 DRUG Enzastaurin [uM],20.74640544283986
IC50 DRUG GSK429286A [uM],228.88987667305813
IC50 DRUG QL-XII-47 [uM],2.1392408005687193
IC50 DRUG IC-87114 [uM],255.3839247108822
IC50 DRUG Idelalisib [uM],220.4978622878009
IC50 DRUG UNC0638 [uM],13.558382625598055
IC50 DRUG Cabozantinib [uM],25.62101722466834
IC50 DRUG WZ3105 [uM],0.6566868567966734
IC50 DRUG XMD14-99 [uM],120.16346209789317
IC50 DRUG Quizartinib [uM],21.18730115326518
IC50 DRUG CP724714 [uM],20.294440874549043
IC50 DRUG JW-7-24-1 [uM],1.7998602086046986
IC50 DRUG NPK76-II-72-1 [uM],32.83923534315636
IC50 DRUG STF-62247 [uM],181.42929162934368
IC50 DRUG NG-25 [uM],9.938737494739112
IC50 DRUG TL-1-85 [uM],43.668193518750556
IC50 DRUG VX-11e [uM],4.547906421822789
IC50 DRUG FR-180204 [uM],71.68876207746202
IC50 DRUG Ricolinostat [uM],4.561064320908995
IC50 DRUG Tubastatin A [uM],42.37446753178189
IC50 DRUG Zibotentan [uM],242.26617054043496
IC50 DRUG Sepantronium bromide [uM],0.0045092023664012664
IC50 DRUG NSC-207895 [uM],62.67934703526456
IC50 DRUG VNLG/124 [uM],89.46978763788316
IC50 DRUG AR-42 [uM],0.4161889146700368
IC50 DRUG CUDC-101 [uM],0.34238378251033796
IC50 DRUG Belinostat [uM],0.6393105173447164
IC50 DRUG I-BET-762 [uM],62.02602158634589
IC50 DRUG CAY10603 [uM],1.2700394970166313
IC50 DRUG Linifanib [uM],11.856639428469462
IC50 DRUG BIX02189 [uM],46.01456606721397
IC50 DRUG Alectinib [uM],69.85013371377546
IC50 DRUG Pelitinib [uM],1.0768068054962199
IC50 DRUG Omipalisib [uM],0.03503173198811507
IC50 DRUG JNJ-38877605 [uM],40.17371797097875
IC50 DRUG SU11274 [uM],41.92716725530346
IC50 DRUG KIN001-236 [uM],144.1281738707747
IC50 DRUG KIN001-244 [uM],49.085908613752544
IC50 DRUG WHI-P97 [uM],8.839753573852743
IC50 DRUG KIN001-042 [uM],92.60174629947853
IC50 DRUG KIN001-260 [uM],140.65062801267248
IC50 DRUG KIN001-266 [uM],25.522770130011796
IC50 DRUG Masitinib [uM],25.372578392498234
IC50 DRUG Amuvatinib [uM],77.27465318917339
IC50 DRUG MPS-1-IN-1 [uM],21.604443259634376
IC50 DRUG NVP-BHG712 [uM],14.357177623813007
IC50 DRUG OSI-930 [uM],198.79974270873868
IC50 DRUG OSI-027 [uM],1.2628903215882592
