GENDER,MALE
PRIMARY SITE,Skin
HISTOLOGY,Malignant melanoma
HISTOLOGIC SUBTYPE,
RADIATION AUC,4.392
IC50 DRUG Doxorubicin [uM],11.759671401138096
IC50 DRUG Etoposide [uM],323.2050656674067
IC50 DRUG Gemcitabine [uM],0.0712436917923971
IC50 DRUG Mitomycin C [uM],1.2194756850296595
IC50 DRUG Vinorelbine [uM],0.19309963109200712
IC50 DRUG NSC-87877 [uM],236.52667682852393
IC50 DRUG Bicalutamide [uM],498.5475644521968
IC50 DRUG QS11 [uM],306.7051921313813
IC50 DRUG CP466722 [uM],238.20365474940763
IC50 DRUG Midostaurin [uM],6.041232213515935
IC50 DRUG CHIR-99021 [uM],78.92081436749528
IC50 DRUG Ponatinib [uM],10.671194409949933
IC50 DRUG AZD6482 [uM],10.485695552319235
IC50 DRUG JNK-9L [uM],3.2175139624096896
IC50 DRUG PF-562271 [uM],72.29355624855818
IC50 DRUG HG6-64-1 [uM],79.63072413706391
IC50 DRUG JQ1 [uM],18.306624703593826
IC50 DRUG JQ12 [uM],15.404273947901132
IC50 DRUG DMOG [uM],21923.95163206983
IC50 DRUG FTI-277 [uM],24.90456201144009
IC50 DRUG OSU-03012 [uM],480.1142037108405
IC50 DRUG Shikonin [uM],2.9632214374376606
IC50 DRUG AKT inhibitor VIII [uM],533.5458452289403
IC50 DRUG Embelin [uM],2.230018764476326
IC50 DRUG FH535 [uM],0.11777349889605895
IC50 DRUG PAC-1 [uM],71.56499086571735
IC50 DRUG IPA-3 [uM],188.5718308842669
IC50 DRUG GSK650394 [uM],493.68615424691467
IC50 DRUG BAY-61-3606 [uM],215.1053697645548
IC50 DRUG Fluorouracil [uM],1573.374571079674
IC50 DRUG Thapsigargin [uM],0.154725453554832
IC50 DRUG Obatoclax [uM],2.4950530712017436
IC50 DRUG BMS-754807 [uM],20.827557715854045
IC50 DRUG Linsitinib [uM],202.25110106441514
IC50 DRUG Bexarotene [uM],95.21666699970015
IC50 DRUG Bleomycin [uM],60.27859104631631
IC50 DRUG LFM-A13 [uM],215.6127554813977
IC50 DRUG GW-2580 [uM],786.265876108766
IC50 DRUG Luminespib [uM],0.018712453765893075
IC50 DRUG Phenformin [uM],2683.0218653971474
IC50 DRUG Bryostatin 1 [uM],0.13033737472831294
IC50 DRUG Pazopanib [uM],186.93762405360442
IC50 DRUG Dacinostat [uM],1.3922080333618454
IC50 DRUG Patupilone [uM],0.5823561947423329
IC50 DRUG GSK1904529A [uM],266.447173315477
IC50 DRUG BMS-345541 [uM],20.61667058032089
IC50 DRUG Tipifarnib [uM],224.33309980770022
IC50 DRUG Avagacestat [uM],75.50395205618089
IC50 DRUG Ruxolitinib [uM],612.8725485224327
IC50 DRUG AS601245 [uM],12.574387411400076
IC50 DRUG Ispinesib [uM],0.2968839373168902
IC50 DRUG TL-2-105 [uM],576.4582976660814
IC50 DRUG AT-7519 [uM],8.899169875747203
IC50 DRUG TAK-715 [uM],342.50662480103836
IC50 DRUG BX-912 [uM],37.37757777869844
IC50 DRUG ZSTK474 [uM],80.7090731852502
