GENDER,MALE
PRIMARY SITE,Skin
HISTOLOGY,Malignant melanoma
HISTOLOGIC SUBTYPE,
RADIATION AUC,1.946
IC50 DRUG Doxorubicin [uM],0.21985764725366444
IC50 DRUG Etoposide [uM],23.00452647898443
IC50 DRUG Gemcitabine [uM],134.79215507342136
IC50 DRUG Mitomycin C [uM],3.8298781957094086
IC50 DRUG Vinorelbine [uM],0.3228737174029625
IC50 DRUG NSC-87877 [uM],235.49719439771306
IC50 DRUG Bicalutamide [uM],300.64164280211605
IC50 DRUG QS11 [uM],151.91634386070305
IC50 DRUG CP466722 [uM],5.487726208185222
IC50 DRUG Midostaurin [uM],1.0245986756818262
IC50 DRUG CHIR-99021 [uM],8.20424743464733
IC50 DRUG Ponatinib [uM],1.1193218378533127
IC50 DRUG AZD6482 [uM],75.1121252150948
IC50 DRUG JNK-9L [uM],0.8541888276280336
IC50 DRUG PF-562271 [uM],5.290686443880101
IC50 DRUG HG6-64-1 [uM],2.316997114293593
IC50 DRUG JQ1 [uM],9.749958221244393
IC50 DRUG JQ12 [uM],7.647914528348487
IC50 DRUG DMOG [uM],1983.275401267493
IC50 DRUG FTI-277 [uM],14.239189681846458
IC50 DRUG OSU-03012 [uM],13.760938016699246
IC50 DRUG Shikonin [uM],2.6178359416577957
IC50 DRUG AKT inhibitor VIII [uM],5.196877684710707
IC50 DRUG Embelin [uM],14.507242391410992
IC50 DRUG FH535 [uM],1.2304537453297197
IC50 DRUG PAC-1 [uM],8.141651122117006
IC50 DRUG IPA-3 [uM],476.96876186917876
IC50 DRUG GSK650394 [uM],122.13060440051609
IC50 DRUG BAY-61-3606 [uM],1.439827046820632
IC50 DRUG Fluorouracil [uM],532.6470448355268
IC50 DRUG Thapsigargin [uM],0.004259778991398812
IC50 DRUG Obatoclax [uM],12.148029796851358
IC50 DRUG BMS-754807 [uM],0.3348569008695506
IC50 DRUG Linsitinib [uM],144.11822936986687
IC50 DRUG Bexarotene [uM],28.69176075952134
IC50 DRUG Bleomycin [uM],7.429213511267652
IC50 DRUG LFM-A13 [uM],98.8136743965363
IC50 DRUG GW-2580 [uM],193.57344477189278
IC50 DRUG Luminespib [uM],2.170448872830494
IC50 DRUG Phenformin [uM],5310.72691315782
IC50 DRUG Bryostatin 1 [uM],0.0497140345714223
IC50 DRUG Pazopanib [uM],57.73987445981975
IC50 DRUG Dacinostat [uM],0.08906347154528739
IC50 DRUG Patupilone [uM],0.006081919047458148
IC50 DRUG GSK1904529A [uM],173.01321865686694
IC50 DRUG BMS-345541 [uM],124.3800751658738
IC50 DRUG Tipifarnib [uM],0.6848331822089747
IC50 DRUG Avagacestat [uM],43.66806251436651
IC50 DRUG Ruxolitinib [uM],100.58116364251796
IC50 DRUG AS601245 [uM],6.664533775358815
IC50 DRUG Ispinesib [uM],0.04442881649094804
IC50 DRUG TL-2-105 [uM],73.14611382908447
IC50 DRUG AT-7519 [uM],0.8346757106881195
IC50 DRUG TAK-715 [uM],50.167078259727276
IC50 DRUG BX-912 [uM],19.917365711242493
