GENDER,FEMALE
PRIMARY SITE,Haematopoietic and lymphoid tissue
HISTOLOGY,Lymphoid neoplasm
HISTOLOGIC SUBTYPE,Plasma cell myeloma
RADIATION AUC,
IC50 DRUG Doxorubicin [uM],
IC50 DRUG Etoposide [uM],
IC50 DRUG Gemcitabine [uM],
IC50 DRUG Mitomycin C [uM],
IC50 DRUG Vinorelbine [uM],
IC50 DRUG NSC-87877 [uM],
IC50 DRUG Bicalutamide [uM],58.790307330574635
IC50 DRUG QS11 [uM],
IC50 DRUG CP466722 [uM],11.284859950977726
IC50 DRUG Midostaurin [uM],
IC50 DRUG CHIR-99021 [uM],9.246720979725081
IC50 DRUG Ponatinib [uM],
IC50 DRUG AZD6482 [uM],15.374495497753895
IC50 DRUG JNK-9L [uM],
IC50 DRUG PF-562271 [uM],
IC50 DRUG HG6-64-1 [uM],
IC50 DRUG JQ1 [uM],0.3600684956268687
IC50 DRUG JQ12 [uM],
IC50 DRUG DMOG [uM],
IC50 DRUG FTI-277 [uM],
IC50 DRUG OSU-03012 [uM],
IC50 DRUG Shikonin [uM],
IC50 DRUG AKT inhibitor VIII [uM],6.61563640970642
IC50 DRUG Embelin [uM],
IC50 DRUG FH535 [uM],
IC50 DRUG PAC-1 [uM],
IC50 DRUG IPA-3 [uM],
IC50 DRUG GSK650394 [uM],
IC50 DRUG BAY-61-3606 [uM],
IC50 DRUG Fluorouracil [uM],23.79548840754608
IC50 DRUG Thapsigargin [uM],
IC50 DRUG Obatoclax [uM],
IC50 DRUG BMS-754807 [uM],
IC50 DRUG Linsitinib [uM],
IC50 DRUG Bexarotene [uM],
IC50 DRUG Bleomycin [uM],
IC50 DRUG LFM-A13 [uM],
IC50 DRUG GW-2580 [uM],73.75088535784447
IC50 DRUG Luminespib [uM],
IC50 DRUG Phenformin [uM],34070.45958508345
IC50 DRUG Bryostatin 1 [uM],
IC50 DRUG Pazopanib [uM],
IC50 DRUG Dacinostat [uM],
IC50 DRUG Patupilone [uM],
IC50 DRUG GSK1904529A [uM],
IC50 DRUG BMS-345541 [uM],8.98915634172172
IC50 DRUG Tipifarnib [uM],
IC50 DRUG Avagacestat [uM],18.825154860998822
IC50 DRUG Ruxolitinib [uM],44.03069480911193
IC50 DRUG AS601245 [uM],
IC50 DRUG Ispinesib [uM],0.04815496648265376
IC50 DRUG TL-2-105 [uM],14.915888692501285
IC50 DRUG AT-7519 [uM],3.1804764098841414
IC50 DRUG TAK-715 [uM],36.83966065406193
IC50 DRUG BX-912 [uM],14.572759524873234
IC50 DRUG ZSTK474 [uM],3.0648266197292986
IC50 DRUG AS605240 [uM],51.30950409361322
IC50 DRUG Genentech Cpd 10 [uM],13.597568636070305
IC50 DRUG GSK1070916 [uM],5.250844915812992
IC50 DRUG Enzastaurin [uM],6.1844433389038205
IC50 DRUG GSK429286A [uM],84.83829221373917
IC50 DRUG QL-XII-47 [uM],0.765704464704861
IC50 DRUG IC-87114 [uM],161.4691334100272
IC50 DRUG Idelalisib [uM],170.3796189260146
IC50 DRUG UNC0638 [uM],5.666048719829892
IC50 DRUG Cabozantinib [uM],5.2928878272967586
IC50 DRUG WZ3105 [uM],1.0236022260217612
IC50 DRUG XMD14-99 [uM],71.97004566356075
IC50 DRUG Quizartinib [uM],4.808119253183084
IC50 DRUG CP724714 [uM],42.490945237669436
IC50 DRUG JW-7-24-1 [uM],5.513044437122686
IC50 DRUG NPK76-II-72-1 [uM],8.053421240790492
IC50 DRUG STF-62247 [uM],27.970880867098504
IC50 DRUG NG-25 [uM],3.076522805568624
IC50 DRUG TL-1-85 [uM],7.586383533073768
IC50 DRUG VX-11e [uM],10.891329347800854
IC50 DRUG FR-180204 [uM],39.32022431027088
IC50 DRUG Ricolinostat [uM],11.345838219624364
IC50 DRUG Tubastatin A [uM],46.8583396353037
IC50 DRUG Zibotentan [uM],149.96471003748434
IC50 DRUG Sepantronium bromide [uM],0.009532197502661547
IC50 DRUG NSC-207895 [uM],8.65428003237014
IC50 DRUG VNLG/124 [uM],18.87291829412833
IC50 DRUG AR-42 [uM],0.11061827151135858
IC50 DRUG CUDC-101 [uM],0.3587501836471519
IC50 DRUG Belinostat [uM],0.2372658586740035
IC50 DRUG I-BET-762 [uM],2.6480168464316187
IC50 DRUG CAY10603 [uM],0.6163471000705856
IC50 DRUG Linifanib [uM],8.139331082168601
IC50 DRUG BIX02189 [uM],27.07568249118479
IC50 DRUG Alectinib [uM],43.5627749446828
IC50 DRUG Pelitinib [uM],36.086289465511335
IC50 DRUG Omipalisib [uM],0.14553364237870162
IC50 DRUG JNJ-38877605 [uM],0.05550012533189253
IC50 DRUG SU11274 [uM],1.3872689080357872
IC50 DRUG KIN001-236 [uM],25.770720934485816
IC50 DRUG KIN001-244 [uM],12.11939424976706
IC50 DRUG WHI-P97 [uM],20.85713299895356
IC50 DRUG KIN001-042 [uM],41.76150574347945
IC50 DRUG KIN001-260 [uM],32.30671166083184
IC50 DRUG KIN001-266 [uM],15.450880623435049
IC50 DRUG Masitinib [uM],22.10199774191413
IC50 DRUG Amuvatinib [uM],75.09072130960992
IC50 DRUG MPS-1-IN-1 [uM],7.3175238581336775
IC50 DRUG NVP-BHG712 [uM],7.150161901385682
IC50 DRUG OSI-930 [uM],48.567471688516676
