GENDER,MALE
PRIMARY SITE,Oesophagus
HISTOLOGY,Carcinoma
HISTOLOGIC SUBTYPE,Squamous cell carcinoma
RADIATION AUC,
IC50 DRUG Doxorubicin [uM],0.007962589642997299
IC50 DRUG Etoposide [uM],0.2754828232177041
IC50 DRUG Gemcitabine [uM],0.04986649223885057
IC50 DRUG Mitomycin C [uM],0.12453742572724727
IC50 DRUG Vinorelbine [uM],0.19462084457250634
IC50 DRUG NSC-87877 [uM],50.95352791701367
IC50 DRUG Bicalutamide [uM],56.16635993435564
IC50 DRUG QS11 [uM],1.8559431434912854
IC50 DRUG CP466722 [uM],15.285856666590904
IC50 DRUG Midostaurin [uM],0.21304007189599722
IC50 DRUG CHIR-99021 [uM],26.846595073274234
IC50 DRUG Ponatinib [uM],0.6324639854510151
IC50 DRUG AZD6482 [uM],20.660176360886496
IC50 DRUG JNK-9L [uM],0.28218059647190324
IC50 DRUG PF-562271 [uM],1.3377819750026683
IC50 DRUG HG6-64-1 [uM],1.1655429150901948
IC50 DRUG JQ1 [uM],3.556649677771227
IC50 DRUG JQ12 [uM],0.770264743885613
IC50 DRUG DMOG [uM],220.72089835230702
IC50 DRUG FTI-277 [uM],6.647727054989943
IC50 DRUG OSU-03012 [uM],2.198160776432663
IC50 DRUG Shikonin [uM],0.228264097042795
IC50 DRUG AKT inhibitor VIII [uM],15.393833389913556
IC50 DRUG Embelin [uM],5.607488855597015
IC50 DRUG FH535 [uM],3.5431848577176965
IC50 DRUG PAC-1 [uM],1.1267766112325146
IC50 DRUG IPA-3 [uM],10.363551635077423
IC50 DRUG GSK650394 [uM],1.9671936815214266
IC50 DRUG BAY-61-3606 [uM],1.5502264235930485
IC50 DRUG Fluorouracil [uM],27.467788751059775
IC50 DRUG Thapsigargin [uM],0.004052805182387016
IC50 DRUG Obatoclax [uM],10.391134596840256
IC50 DRUG BMS-754807 [uM],0.8027330990894618
IC50 DRUG Linsitinib [uM],187.90377562172375
IC50 DRUG Bexarotene [uM],46.379103398512356
IC50 DRUG Bleomycin [uM],0.8923721722104503
IC50 DRUG LFM-A13 [uM],56.5450123650759
IC50 DRUG GW-2580 [uM],89.65679572296959
IC50 DRUG Luminespib [uM],0.08100203509465062
IC50 DRUG Phenformin [uM],5160.454830310288
IC50 DRUG Bryostatin 1 [uM],0.03084205803071706
IC50 DRUG Pazopanib [uM],12.871003621034456
IC50 DRUG Dacinostat [uM],0.01798698208920731
IC50 DRUG Patupilone [uM],0.000517553839787312
IC50 DRUG GSK1904529A [uM],57.65194590971657
IC50 DRUG BMS-345541 [uM],11.276061192177995
IC50 DRUG Tipifarnib [uM],0.2163570990600051
IC50 DRUG Avagacestat [uM],22.093490110607604
IC50 DRUG Ruxolitinib [uM],99.42523950579196
IC50 DRUG AS601245 [uM],3.2305002454660525
IC50 DRUG Ispinesib [uM],0.128353384847833
IC50 DRUG TL-2-105 [uM],49.103926448284206
IC50 DRUG AT-7519 [uM],1.2865805982250278
IC50 DRUG TAK-715 [uM],36.47054687829338
IC50 DRUG BX-912 [uM],12.794111167191424
IC50 DRUG ZSTK474 [uM],2.0192496863291867
IC50 DRUG AS605240 [uM],55.134739586396265
IC50 DRUG Genentech Cpd 10 [uM],8.12252446044915
IC50 DRUG GSK1070916 [uM],7.995109162189322
IC50 DRUG Enzastaurin [uM],26.785186709968386
IC50 DRUG GSK429286A [uM],67.33458515694137
IC50 DRUG QL-XII-47 [uM],87.59080266310967
IC50 DRUG IC-87114 [uM],75.17005899423768
IC50 DRUG Idelalisib [uM],171.3876585878795
IC50 DRUG UNC0638 [uM],8.662938640985267
IC50 DRUG Cabozantinib [uM],12.876874137061574
IC50 DRUG WZ3105 [uM],1.6259007989359588
IC50 DRUG XMD14-99 [uM],44.828002501860546
IC50 DRUG Quizartinib [uM],5.597342883230503
IC50 DRUG CP724714 [uM],41.10895578186075
IC50 DRUG JW-7-24-1 [uM],9.74488956093524
IC50 DRUG NPK76-II-72-1 [uM],13.080073954149057
IC50 DRUG STF-62247 [uM],65.3325904608128
IC50 DRUG NG-25 [uM],5.789274607167165
IC50 DRUG TL-1-85 [uM],8.880154895154696
IC50 DRUG VX-11e [uM],10.702870751328447
IC50 DRUG FR-180204 [uM],50.04041605437016
IC50 DRUG Ricolinostat [uM],5.556192102620472
IC50 DRUG Tubastatin A [uM],103.37632803160932
IC50 DRUG Zibotentan [uM],171.4965243122922
IC50 DRUG Sepantronium bromide [uM],0.009286393636166547
IC50 DRUG NSC-207895 [uM],18.810345292452823
IC50 DRUG VNLG/124 [uM],34.596412786564784
IC50 DRUG AR-42 [uM],1.4010500623302515
IC50 DRUG CUDC-101 [uM],0.4897461908164429
IC50 DRUG Belinostat [uM],1.5078638796085255
IC50 DRUG I-BET-762 [uM],22.443633764293544
IC50 DRUG CAY10603 [uM],3.5602543893729823
IC50 DRUG Linifanib [uM],4.661587241932754
IC50 DRUG BIX02189 [uM],42.22443154157811
IC50 DRUG Alectinib [uM],41.34464876851748
IC50 DRUG Pelitinib [uM],1.7029805830487144
IC50 DRUG Omipalisib [uM],0.06229195467318318
IC50 DRUG JNJ-38877605 [uM],29.97488906532078
IC50 DRUG SU11274 [uM],16.634153142515945
IC50 DRUG KIN001-236 [uM],33.115584420765074
IC50 DRUG KIN001-244 [uM],13.007004239221274
IC50 DRUG WHI-P97 [uM],8.690600158403706
IC50 DRUG KIN001-042 [uM],33.97588471925485
IC50 DRUG KIN001-260 [uM],47.708090706523144
IC50 DRUG KIN001-266 [uM],11.312111885800817
IC50 DRUG Masitinib [uM],19.931412404946663
IC50 DRUG Amuvatinib [uM],40.95639646777094
IC50 DRUG MPS-1-IN-1 [uM],15.683402695172624
IC50 DRUG NVP-BHG712 [uM],13.741576249854257
IC50 DRUG OSI-930 [uM],65.78882558675103
IC50 DRUG OSI-027 [uM],4.382323223098841
IC50 DRUG CX-5461 [uM],87.70044732567816
IC50 DRUG PHA-793887 [uM],2.8532822548851144
IC50 DRUG PI-103 [uM],
IC50 DRUG PIK-93 [uM],4.989790874662725
IC50 DRUG SB52334 [uM],85.39128103726176
IC50 DRUG TPCA-1 [uM],22.13997947001945
IC50 DRUG Fedratinib [uM],8.519409236515024
IC50 DRUG Foretinib [uM],4.316276028265616
IC50 DRUG Y-39983 [uM],31.004116934309625
IC50 DRUG YM201636 [uM],6.341053995633724
IC50 DRUG Tivozanib [uM],1.0845509170768795
IC50 DRUG WYE-125132 [uM],0.2950678349775834
IC50 DRUG GSK690693 [uM],39.25983554615959
IC50 DRUG SNX-2112 [uM],0.08867493600526648
IC50 DRUG QL-XI-92 [uM],53.92488178168833
IC50 DRUG XMD13-2 [uM],32.96185553406782
IC50 DRUG QL-X-138 [uM],8.836898794520073
IC50 DRUG XMD15-27 [uM],59.906319476558245
IC50 DRUG T0901317 [uM],44.06381834449674
IC50 DRUG Selisistat [uM],146.62275563216738
IC50 DRUG Tenovin-6 [uM],4.66304188406461
IC50 DRUG THZ-2-49 [uM],6.202379445760447
IC50 DRUG KIN001-270 [uM],65.91249308864052
IC50 DRUG THZ-2-102-1 [uM],0.03950831985554438
IC50 DRUG AT7867 [uM],18.833985929352284
IC50 DRUG Canertinib [uM],2.57876860470829
IC50 DRUG Dacomitinib [uM],2.8727736739832794
IC50 DRUG TWS119 [uM],2.9395308682625982
IC50 DRUG Torin 2 [uM],0.10579055878250535
IC50 DRUG Pilaralisib [uM],13.041270725170417
IC50 DRUG GSK1059615 [uM],0.9326642533246714
IC50 DRUG Voxtalisib [uM],72.59514163765459
IC50 DRUG Brivanib [uM],27.770130482686028
IC50 DRUG Nintedanib [uM],6.755391994484178
IC50 DRUG Allitinib [uM],1.840405632922416
IC50 DRUG Apitolisib [uM],0.5180067530663536
IC50 DRUG BMS4 [uM],69.83511754932253
IC50 DRUG kb NB 142-70 [uM],6.877526039525679
IC50 DRUG A484954 [uM],172.58415973203634
IC50 DRUG A832234 [uM],7.589441461768843
IC50 DRUG Venetoclax [uM],18.144037602656287
IC50 DRUG Devimistat [uM],47.258002278904804
IC50 DRUG CAY10566 [uM],17.43878938371432
IC50 DRUG Nelarabine [uM],127.34780941730754
IC50 DRUG Pemetrexed [uM],1.3095400910011987
IC50 DRUG Alisertib [uM],11.403017347679645
IC50 DRUG Alvocidib [uM],0.24037189319079652
IC50 DRUG Trichostatin A [uM],0.13906511532040575
IC50 DRUG Panobinostat [uM],0.15496220972728633
IC50 DRUG LCL161 [uM],188.79542095481722
IC50 DRUG IMD 0354 [uM],1.0003790718295742
IC50 DRUG MIM1 [uM],114.25799437796555
IC50 DRUG ETP 45835 [uM],125.18955141103577
IC50 DRUG CD532 [uM],0.7771405942518365
IC50 DRUG NSC 319726 [uM],
IC50 DRUG Filanesib [uM],0.512826857770357
IC50 DRUG SB-505124 [uM],47.05852312511361
IC50 DRUG A 83-01 [uM],19.27473170448021
IC50 DRUG LDN193189 [uM],2.752267176932889
IC50 DRUG Fingolimod [uM],8.033947490453016
IC50 DRUG BAM7 [uM],67.68502777537459
IC50 DRUG AGI-6780 [uM],34.611015553727874
IC50 DRUG Kobe2602 [uM],107.33845788427402
IC50 DRUG LGK974 [uM],24.93843031951642
IC50 DRUG Wnt-C59 [uM],29.13263431671233
IC50 DRUG RU-SKI 43 [uM],14.461934635483301
IC50 DRUG AICA Ribonucleotide [uM],1916.214683481477
IC50 DRUG Vinblastine [uM],0.27011161946130374
IC50 DRUG Cisplatin [uM],12.925640832287158
IC50 DRUG Cytarabine [uM],4.841013017671967
IC50 DRUG Docetaxel [uM],0.00971170907814378
IC50 DRUG Methotrexate [uM],0.052396630141492276
IC50 DRUG Tretinoin [uM],47.325014334963
IC50 DRUG Gefitinib [uM],3.0120081024787044
IC50 DRUG Navitoclax [uM],157.52449972846986
IC50 DRUG Vorinostat [uM],6.070591216006813
IC50 DRUG Nilotinib [uM],64.499727565364
IC50 DRUG Refametinib [uM],6.958716176969403
IC50 DRUG CI-1040 [uM],9.050382300782468
IC50 DRUG Temsirolimus [uM],0.11195122428488327
IC50 DRUG Olaparib [uM],42.46061753104942
IC50 DRUG Veliparib [uM],22.00190410851296
IC50 DRUG Bosutinib [uM],2.3298129840499295
IC50 DRUG Lenalidomide [uM],19.91662878234445
IC50 DRUG Axitinib [uM],13.177212341645708
IC50 DRUG AZD7762 [uM],0.28214645468534993
IC50 DRUG GW441756 [uM],9.60237054728544
IC50 DRUG Lestaurtinib [uM],0.3719350636600496
IC50 DRUG SB216763 [uM],111.43071415058823
IC50 DRUG Tanespimycin [uM],0.2486365717262966
IC50 DRUG VX-702 [uM],21.84458358576669
IC50 DRUG Motesanib [uM],13.153317392471612
IC50 DRUG KU-55933 [uM],20.74177951023676
IC50 DRUG Elesclomol [uM],0.044188089258617676
IC50 DRUG Afatinib [uM],2.1345930081340017
IC50 DRUG Vismodegib [uM],25.592388933607797
IC50 DRUG PLX-4720 [uM],75.68992042554959
IC50 DRUG BX795 [uM],4.254192639187823
