GENDER,MALE
PRIMARY SITE,Kidney
HISTOLOGY,Carcinoma
HISTOLOGIC SUBTYPE,Renal cell carcinoma
RADIATION AUC,0.985
IC50 DRUG Doxorubicin [uM],0.05418961467817889
IC50 DRUG Etoposide [uM],1.0121158089101732
IC50 DRUG Gemcitabine [uM],0.008773749736082468
IC50 DRUG Mitomycin C [uM],0.13289313101016376
IC50 DRUG Vinorelbine [uM],0.16917696191081744
IC50 DRUG NSC-87877 [uM],144.4268281912669
IC50 DRUG Bicalutamide [uM],48.54198045791376
IC50 DRUG QS11 [uM],15.132186022287918
IC50 DRUG CP466722 [uM],4.882346771153799
IC50 DRUG Midostaurin [uM],0.43661127964832724
IC50 DRUG CHIR-99021 [uM],12.792256155563777
IC50 DRUG Ponatinib [uM],0.4191581432826633
IC50 DRUG AZD6482 [uM],1.9750940154902852
IC50 DRUG JNK-9L [uM],0.32560411719041216
IC50 DRUG PF-562271 [uM],4.094624434859066
IC50 DRUG HG6-64-1 [uM],0.434116216836209
IC50 DRUG JQ1 [uM],11.969084095791262
IC50 DRUG JQ12 [uM],1.8792091059439282
IC50 DRUG DMOG [uM],305.4939576938955
IC50 DRUG FTI-277 [uM],5.251401534874359
IC50 DRUG OSU-03012 [uM],3.2683425795261254
IC50 DRUG Shikonin [uM],0.2752732605379486
IC50 DRUG AKT inhibitor VIII [uM],12.686621334751669
IC50 DRUG Embelin [uM],18.69823248734526
IC50 DRUG FH535 [uM],5.469892699159057
IC50 DRUG PAC-1 [uM],2.3639643049478245
IC50 DRUG IPA-3 [uM],12.512235430472371
IC50 DRUG GSK650394 [uM],8.261093799393095
IC50 DRUG BAY-61-3606 [uM],1.490023661451394
IC50 DRUG Fluorouracil [uM],26.649649538498505
IC50 DRUG Thapsigargin [uM],0.021791244898818223
IC50 DRUG Obatoclax [uM],4.753404033427366
IC50 DRUG BMS-754807 [uM],2.4050844084248815
IC50 DRUG Linsitinib [uM],28.961170948364767
IC50 DRUG Bexarotene [uM],32.94231494809249
IC50 DRUG Bleomycin [uM],0.32918841571482566
IC50 DRUG LFM-A13 [uM],140.5964879435197
IC50 DRUG GW-2580 [uM],201.28805669272893
IC50 DRUG Luminespib [uM],0.11457381399298817
IC50 DRUG Phenformin [uM],2816.383798297286
IC50 DRUG Bryostatin 1 [uM],0.10205065207365048
IC50 DRUG Pazopanib [uM],9.928495936812343
IC50 DRUG Dacinostat [uM],0.062271899892771355
IC50 DRUG Patupilone [uM],0.0010461003301644421
IC50 DRUG GSK1904529A [uM],89.8677369517855
IC50 DRUG BMS-345541 [uM],14.923258961822015
IC50 DRUG Tipifarnib [uM],1.0118314443229652
IC50 DRUG Avagacestat [uM],55.49339474133163
IC50 DRUG Ruxolitinib [uM],214.22245833074402
IC50 DRUG AS601245 [uM],2.333072340360851
IC50 DRUG Ispinesib [uM],0.23276172224268973
IC50 DRUG TL-2-105 [uM],95.36684677747216
IC50 DRUG AT-7519 [uM],5.24164824791011
IC50 DRUG TAK-715 [uM],15.19668025922122
IC50 DRUG BX-912 [uM],11.94417844186353
IC50 DRUG ZSTK474 [uM],0.7535650004033516
IC50 DRUG AS605240 [uM],25.606801505335667
IC50 DRUG Genentech Cpd 10 [uM],3.0292134549561704
IC50 DRUG GSK1070916 [uM],3.4384404120755176
IC50 DRUG Enzastaurin [uM],22.797046771381776
IC50 DRUG GSK429286A [uM],95.9944137816244
IC50 DRUG QL-XII-47 [uM],2.7946894742843096
IC50 DRUG IC-87114 [uM],157.72326341679482
IC50 DRUG Idelalisib [uM],42.42373528207311
IC50 DRUG UNC0638 [uM],25.812038716129443
IC50 DRUG Cabozantinib [uM],16.803765530262712
IC50 DRUG WZ3105 [uM],24.363716575864196
IC50 DRUG XMD14-99 [uM],118.25425383976643
IC50 DRUG Quizartinib [uM],15.989000226991308
IC50 DRUG CP724714 [uM],40.690148029935926
IC50 DRUG JW-7-24-1 [uM],10.085089036761758
IC50 DRUG NPK76-II-72-1 [uM],71.72891902712188
IC50 DRUG STF-62247 [uM],66.19143010792956
IC50 DRUG NG-25 [uM],11.739802600604166
IC50 DRUG TL-1-85 [uM],20.130921176887806
IC50 DRUG VX-11e [uM],13.316328646760173
IC50 DRUG FR-180204 [uM],73.0977802238598
IC50 DRUG Ricolinostat [uM],7.51579645781717
IC50 DRUG Tubastatin A [uM],153.5620930167022
IC50 DRUG Zibotentan [uM],290.4545181479666
IC50 DRUG Sepantronium bromide [uM],0.016905944049269712
IC50 DRUG NSC-207895 [uM],83.08889011803994
IC50 DRUG VNLG/124 [uM],51.274933139574365
IC50 DRUG AR-42 [uM],1.070696102464133
IC50 DRUG CUDC-101 [uM],1.3953524001972863
IC50 DRUG Belinostat [uM],1.6737322281779443
IC50 DRUG I-BET-762 [uM],45.741592301396366
IC50 DRUG CAY10603 [uM],2.963728191629712
IC50 DRUG Linifanib [uM],13.931646793395045
IC50 DRUG BIX02189 [uM],24.47998879687437
IC50 DRUG Alectinib [uM],47.921343992406115
IC50 DRUG Pelitinib [uM],1.6090983643780883
IC50 DRUG Omipalisib [uM],0.08727231423969381
IC50 DRUG JNJ-38877605 [uM],17.78262754320635
IC50 DRUG SU11274 [uM],14.46009808640793
IC50 DRUG KIN001-236 [uM],71.46572756306408
IC50 DRUG KIN001-244 [uM],24.790759923139678
IC50 DRUG WHI-P97 [uM],23.231985163064834
IC50 DRUG KIN001-042 [uM],54.86930035320121
IC50 DRUG KIN001-260 [uM],163.2400798998609
