GENDER,FEMALE
PRIMARY SITE,Ovary
HISTOLOGY,Carcinoma
HISTOLOGIC SUBTYPE,Mixed carcinoma
RADIATION AUC,3.02
IC50 DRUG Doxorubicin [uM],0.184074815138606
IC50 DRUG Etoposide [uM],1.418043351602778
IC50 DRUG Gemcitabine [uM],1.3057740412538446
IC50 DRUG Mitomycin C [uM],0.26113206590449756
IC50 DRUG Vinorelbine [uM],0.34105961258926865
IC50 DRUG NSC-87877 [uM],20.145319932470986
IC50 DRUG Bicalutamide [uM],73.54724582122854
IC50 DRUG QS11 [uM],27.459357434186565
IC50 DRUG CP466722 [uM],9.96139378441153
IC50 DRUG Midostaurin [uM],1.3902060867478827
IC50 DRUG CHIR-99021 [uM],186.06907951407047
IC50 DRUG Ponatinib [uM],7.3734595069959195
IC50 DRUG AZD6482 [uM],14.393964690329005
IC50 DRUG JNK-9L [uM],1.4759000395458657
IC50 DRUG PF-562271 [uM],22.19799567738859
IC50 DRUG HG6-64-1 [uM],6.842197828647804
IC50 DRUG JQ1 [uM],15.165346658565737
IC50 DRUG JQ12 [uM],3.032074382603042
IC50 DRUG DMOG [uM],787.3028577542674
IC50 DRUG FTI-277 [uM],10.35977998876353
IC50 DRUG OSU-03012 [uM],4.020941181583431
IC50 DRUG Shikonin [uM],0.9118844468050091
IC50 DRUG AKT inhibitor VIII [uM],2.7139387690167247
IC50 DRUG Embelin [uM],3.8228835734002025
IC50 DRUG FH535 [uM],
IC50 DRUG PAC-1 [uM],
IC50 DRUG IPA-3 [uM],736.3893595689634
IC50 DRUG GSK650394 [uM],55.5678613023496
IC50 DRUG BAY-61-3606 [uM],16.03537148482108
IC50 DRUG Fluorouracil [uM],708.3412718887795
IC50 DRUG Thapsigargin [uM],0.0032384093859045343
IC50 DRUG Obatoclax [uM],6.227276012347965
IC50 DRUG BMS-754807 [uM],
IC50 DRUG Linsitinib [uM],60.80396495977319
IC50 DRUG Bexarotene [uM],51.73228217022186
IC50 DRUG Bleomycin [uM],3.5246354060250265
IC50 DRUG LFM-A13 [uM],151.86758654029242
IC50 DRUG GW-2580 [uM],319.2792143357468
IC50 DRUG Luminespib [uM],1.3262560862467585
IC50 DRUG Phenformin [uM],758.7884374475158
IC50 DRUG Bryostatin 1 [uM],0.022800951760760267
IC50 DRUG Pazopanib [uM],10.397017643767292
IC50 DRUG Dacinostat [uM],0.051211918030046454
IC50 DRUG Patupilone [uM],0.021350566621734037
IC50 DRUG GSK1904529A [uM],45.89577202138515
IC50 DRUG BMS-345541 [uM],166.78273877376583
IC50 DRUG Tipifarnib [uM],9.293851012214253
IC50 DRUG Avagacestat [uM],83.1023516085904
IC50 DRUG Ruxolitinib [uM],255.16872678102263
IC50 DRUG AS601245 [uM],
IC50 DRUG Ispinesib [uM],0.146096780024427
IC50 DRUG TL-2-105 [uM],17.002612351740872
IC50 DRUG AT-7519 [uM],1.1697920523744612
IC50 DRUG TAK-715 [uM],45.07370325194937
IC50 DRUG BX-912 [uM],7.02835724003607
IC50 DRUG ZSTK474 [uM],3.1614664929675502
IC50 DRUG AS605240 [uM],2.311731937268323
IC50 DRUG Genentech Cpd 10 [uM],13.639786502725968
IC50 DRUG GSK1070916 [uM],8.141626697200278
IC50 DRUG Enzastaurin [uM],12.78751110879066
IC50 DRUG GSK429286A [uM],278.39111125856493
IC50 DRUG QL-XII-47 [uM],8.78857866910863
IC50 DRUG IC-87114 [uM],192.21681890158925
IC50 DRUG Idelalisib [uM],337.444482336242
IC50 DRUG UNC0638 [uM],35.77087447018789
IC50 DRUG Cabozantinib [uM],44.095776196117875
IC50 DRUG WZ3105 [uM],0.970896895655165
IC50 DRUG XMD14-99 [uM],58.11902134287466
IC50 DRUG Quizartinib [uM],5.59490297367235
IC50 DRUG CP724714 [uM],34.95435264065474
IC50 DRUG JW-7-24-1 [uM],3.602575477158889
IC50 DRUG NPK76-II-72-1 [uM],10.098107196526938
IC50 DRUG STF-62247 [uM],248.33508912786357
IC50 DRUG NG-25 [uM],62.347713534866095
IC50 DRUG TL-1-85 [uM],76.64083280062268
IC50 DRUG VX-11e [uM],8.212964973616781
IC50 DRUG FR-180204 [uM],229.8713949160032
IC50 DRUG Ricolinostat [uM],4.480595671604973
IC50 DRUG Tubastatin A [uM],423.94341875726525
IC50 DRUG Zibotentan [uM],502.3665336613311
IC50 DRUG Sepantronium bromide [uM],0.010080998134111238
IC50 DRUG NSC-207895 [uM],615.3203336957871
IC50 DRUG VNLG/124 [uM],99.46660900968654
IC50 DRUG AR-42 [uM],0.5942388120071547
IC50 DRUG CUDC-101 [uM],0.8401397768298247
IC50 DRUG Belinostat [uM],2.63057643768311
IC50 DRUG I-BET-762 [uM],54.55885351356504
IC50 DRUG CAY10603 [uM],3.671098734654299
IC50 DRUG Linifanib [uM],12.549263768594631
IC50 DRUG BIX02189 [uM],112.21795421182026
IC50 DRUG Alectinib [uM],140.4485177616885
IC50 DRUG Pelitinib [uM],8.04324814709181
IC50 DRUG Omipalisib [uM],0.06216059505572605
IC50 DRUG JNJ-38877605 [uM],38.539666129957226
IC50 DRUG SU11274 [uM],63.50000597543627
IC50 DRUG KIN001-236 [uM],94.7536153535231
IC50 DRUG KIN001-244 [uM],30.16324107303962
IC50 DRUG WHI-P97 [uM],156.76784237672726
IC50 DRUG KIN001-042 [uM],185.4543944872088
IC50 DRUG KIN001-260 [uM],101.52275900529943
IC50 DRUG KIN001-266 [uM],37.584284590261596
IC50 DRUG Masitinib [uM],20.373580744721487
IC50 DRUG Amuvatinib [uM],35.348678205402386
IC50 DRUG MPS-1-IN-1 [uM],38.823665645156176
IC50 DRUG NVP-BHG712 [uM],10.109170680058917
IC50 DRUG OSI-930 [uM],60.83930232792619
IC50 DRUG OSI-027 [uM],3.189716368028367
IC50 DRUG CX-5461 [uM],30.44540257505355
IC50 DRUG PHA-793887 [uM],6.546142860945827
