GENDER,MALE
PRIMARY SITE,Lung
HISTOLOGY,Carcinoma
HISTOLOGIC SUBTYPE,Adenocarcinoma
RADIATION AUC,3.961
IC50 DRUG Doxorubicin [uM],0.03904263596973603
IC50 DRUG Etoposide [uM],0.7592372257689429
IC50 DRUG Gemcitabine [uM],23.76547744207803
IC50 DRUG Mitomycin C [uM],0.05427758155503813
IC50 DRUG Vinorelbine [uM],2.9277962297128277
IC50 DRUG NSC-87877 [uM],170.44352326442643
IC50 DRUG Bicalutamide [uM],89.0561437949671
IC50 DRUG QS11 [uM],3.9608791175124267
IC50 DRUG CP466722 [uM],31.103426812121644
IC50 DRUG Midostaurin [uM],0.10993071228180032
IC50 DRUG CHIR-99021 [uM],84.356342599977
IC50 DRUG Ponatinib [uM],0.20233591848004276
IC50 DRUG AZD6482 [uM],0.8382935009689105
IC50 DRUG JNK-9L [uM],0.48080571951597467
IC50 DRUG PF-562271 [uM],16.879519109697462
IC50 DRUG HG6-64-1 [uM],0.5161127652862164
IC50 DRUG JQ1 [uM],13.137161894982965
IC50 DRUG JQ12 [uM],0.5825536469586102
IC50 DRUG DMOG [uM],121.17672291094118
IC50 DRUG FTI-277 [uM],8.125400343109343
IC50 DRUG OSU-03012 [uM],1.2685201692377868
IC50 DRUG Shikonin [uM],0.159182171485405
IC50 DRUG AKT inhibitor VIII [uM],76.67356542414633
IC50 DRUG Embelin [uM],7.201504769864927
IC50 DRUG FH535 [uM],4.775544505514709
IC50 DRUG PAC-1 [uM],4.825652698776393
IC50 DRUG IPA-3 [uM],10.378070768388389
IC50 DRUG GSK650394 [uM],2.091350438208695
IC50 DRUG BAY-61-3606 [uM],1.8293340618554639
IC50 DRUG Fluorouracil [uM],1600.9700407725736
IC50 DRUG Thapsigargin [uM],0.0005832678751732496
IC50 DRUG Obatoclax [uM],0.06490179485197727
IC50 DRUG BMS-754807 [uM],0.737906615242509
IC50 DRUG Linsitinib [uM],30.316738932711747
IC50 DRUG Bexarotene [uM],10.273471600757333
IC50 DRUG Bleomycin [uM],0.09722153874858566
IC50 DRUG LFM-A13 [uM],125.13422985627628
IC50 DRUG GW-2580 [uM],74.98874232976223
IC50 DRUG Luminespib [uM],14.534759680139185
IC50 DRUG Phenformin [uM],4574.826255277715
IC50 DRUG Bryostatin 1 [uM],0.018418678378429622
IC50 DRUG Pazopanib [uM],2.13015766902884
IC50 DRUG Dacinostat [uM],0.047252061328215154
IC50 DRUG Patupilone [uM],0.0007333063525060684
IC50 DRUG GSK1904529A [uM],97.07161450844465
IC50 DRUG BMS-345541 [uM],88.72156653913393
IC50 DRUG Tipifarnib [uM],0.5059183430949975
IC50 DRUG Avagacestat [uM],172.6154002921333
IC50 DRUG Ruxolitinib [uM],88.3305475808279
IC50 DRUG AS601245 [uM],3.084683318307703
IC50 DRUG Ispinesib [uM],1.675160530853067
IC50 DRUG TL-2-105 [uM],106.46826930945248
IC50 DRUG AT-7519 [uM],9.083848986628997
IC50 DRUG TAK-715 [uM],57.10536099025171
IC50 DRUG BX-912 [uM],79.74802687662923
IC50 DRUG ZSTK474 [uM],6.892969643959915
IC50 DRUG AS605240 [uM],32.810743254233984
IC50 DRUG Genentech Cpd 10 [uM],102.39224732269766
IC50 DRUG GSK1070916 [uM],48.84651328526221
IC50 DRUG Enzastaurin [uM],60.09159611099624
IC50 DRUG GSK429286A [uM],266.97018887149585
IC50 DRUG QL-XII-47 [uM],11.438204221672775
IC50 DRUG IC-87114 [uM],209.03109065163378
IC50 DRUG Idelalisib [uM],132.32843814668362
IC50 DRUG UNC0638 [uM],86.04418987147784
IC50 DRUG Cabozantinib [uM],35.58712801989368
IC50 DRUG WZ3105 [uM],40.74271293438766
IC50 DRUG XMD14-99 [uM],172.6154002921333
IC50 DRUG Quizartinib [uM],15.376694207814095
IC50 DRUG CP724714 [uM],72.76608636297921
IC50 DRUG JW-7-24-1 [uM],54.83891117938396
IC50 DRUG NPK76-II-72-1 [uM],131.79675485133532
IC50 DRUG STF-62247 [uM],170.8746078347871
IC50 DRUG NG-25 [uM],56.61811573565993
IC50 DRUG TL-1-85 [uM],99.80656872108496
IC50 DRUG VX-11e [uM],60.00230631099839
IC50 DRUG FR-180204 [uM],214.24431013591686
IC50 DRUG Ricolinostat [uM],11.827531596934458
IC50 DRUG Tubastatin A [uM],282.1816464728969
IC50 DRUG Zibotentan [uM],194.6861938494927
IC50 DRUG Sepantronium bromide [uM],0.002844622241525496
IC50 DRUG NSC-207895 [uM],26.295899119220508
IC50 DRUG VNLG/124 [uM],77.31082619068803
IC50 DRUG AR-42 [uM],5.472951223955922
IC50 DRUG CUDC-101 [uM],5.578489272269768
IC50 DRUG Belinostat [uM],20.042860388735942
IC50 DRUG I-BET-762 [uM],336.83122874610496
IC50 DRUG CAY10603 [uM],43.733176425329965
IC50 DRUG Linifanib [uM],17.261541634433843
IC50 DRUG BIX02189 [uM],104.78451465042637
IC50 DRUG Alectinib [uM],44.64833425912238
IC50 DRUG Pelitinib [uM],24.877928381620872
IC50 DRUG Omipalisib [uM],0.4249031578096308
IC50 DRUG JNJ-38877605 [uM],17.581373187748994
IC50 DRUG SU11274 [uM],69.94211700147095
IC50 DRUG KIN001-236 [uM],137.99134971943064
IC50 DRUG KIN001-244 [uM],25.211493958616987
IC50 DRUG WHI-P97 [uM],37.319351534092256
IC50 DRUG KIN001-042 [uM],22.7796364792269
IC50 DRUG KIN001-260 [uM],152.65401181975434
IC50 DRUG KIN001-266 [uM],34.70813161537196
IC50 DRUG Masitinib [uM],173.13627479660568
