GENDER,MALE
PRIMARY SITE,Haematopoietic and lymphoid tissue
HISTOLOGY,Haematopoietic neoplasm
HISTOLOGIC SUBTYPE,Acute myeloid leukaemia
RADIATION AUC,
IC50 DRUG Doxorubicin [uM],0.22783103484520975
IC50 DRUG Etoposide [uM],5.416836643750551
IC50 DRUG Gemcitabine [uM],0.005348383036098882
IC50 DRUG Mitomycin C [uM],0.3344502967969881
IC50 DRUG Vinorelbine [uM],0.005367043933301035
IC50 DRUG NSC-87877 [uM],78.0594721793868
IC50 DRUG Bicalutamide [uM],85.11480565999085
IC50 DRUG QS11 [uM],8.947749069136224
IC50 DRUG CP466722 [uM],9.4258413758792
IC50 DRUG Midostaurin [uM],2.6227542340937573
IC50 DRUG CHIR-99021 [uM],85.11480565999085
IC50 DRUG Ponatinib [uM],1.986839131899362
IC50 DRUG AZD6482 [uM],11.875292723299442
IC50 DRUG JNK-9L [uM],0.6990248406284554
IC50 DRUG PF-562271 [uM],19.675259823794864
IC50 DRUG HG6-64-1 [uM],6.043854677330086
IC50 DRUG JQ1 [uM],6.67563946701747
IC50 DRUG JQ12 [uM],2.723789202462223
IC50 DRUG DMOG [uM],269.96464338562265
IC50 DRUG FTI-277 [uM],8.48650283772102
IC50 DRUG OSU-03012 [uM],7.346059154656319
IC50 DRUG Shikonin [uM],0.3030031734788673
IC50 DRUG AKT inhibitor VIII [uM],1.944659699371325
IC50 DRUG Embelin [uM],42.5130462749647
IC50 DRUG FH535 [uM],9.37888606903812
IC50 DRUG PAC-1 [uM],23.432454362005206
IC50 DRUG IPA-3 [uM],7.4880169290745595
IC50 DRUG GSK650394 [uM],79.98875001717683
IC50 DRUG BAY-61-3606 [uM],14.418152456991987
IC50 DRUG Fluorouracil [uM],3.4472885689460315
IC50 DRUG Thapsigargin [uM],0.13466271960264348
IC50 DRUG Obatoclax [uM],4.559650610106011
IC50 DRUG BMS-754807 [uM],7.055863688537802
IC50 DRUG Linsitinib [uM],16.39640330324035
IC50 DRUG Bexarotene [uM],40.22412741342896
IC50 DRUG Bleomycin [uM],49.3449287644266
IC50 DRUG LFM-A13 [uM],141.58270019051568
