GENDER,MALE
PRIMARY SITE,Kidney
HISTOLOGY,Carcinoma
HISTOLOGIC SUBTYPE,Clear cell renal cell carcinoma
RADIATION AUC,4.43
IC50 DRUG Doxorubicin [uM],0.9188503591240508
IC50 DRUG Etoposide [uM],28.918513628554955
IC50 DRUG Gemcitabine [uM],0.04533726308376018
IC50 DRUG Mitomycin C [uM],6.77370361420848
IC50 DRUG Vinorelbine [uM],0.33039214890886953
IC50 DRUG NSC-87877 [uM],121.99279675520167
IC50 DRUG Bicalutamide [uM],16.26920407104157
IC50 DRUG QS11 [uM],167.32884366894575
IC50 DRUG CP466722 [uM],20.165535824938544
IC50 DRUG Midostaurin [uM],0.4460273526638039
IC50 DRUG CHIR-99021 [uM],26.26037108597361
IC50 DRUG Ponatinib [uM],8.332062295274698
IC50 DRUG AZD6482 [uM],2.5120119355302033
IC50 DRUG JNK-9L [uM],0.5985070348008328
IC50 DRUG PF-562271 [uM],3.296202340902929
IC50 DRUG HG6-64-1 [uM],4.306196362632149
IC50 DRUG JQ1 [uM],11.4017858883061
IC50 DRUG JQ12 [uM],5.0942324111189485
IC50 DRUG DMOG [uM],1074.252124164854
IC50 DRUG FTI-277 [uM],2.3402950238716445
IC50 DRUG OSU-03012 [uM],7.818455275951205
IC50 DRUG Shikonin [uM],0.5079841665998105
IC50 DRUG AKT inhibitor VIII [uM],60.585100711529705
IC50 DRUG Embelin [uM],22.340741842375717
IC50 DRUG FH535 [uM],14.500933113338201
IC50 DRUG PAC-1 [uM],33.68673029424919
IC50 DRUG IPA-3 [uM],30.38928259390466
IC50 DRUG GSK650394 [uM],207.47025914989152
IC50 DRUG BAY-61-3606 [uM],36.394548611255985
IC50 DRUG Fluorouracil [uM],924.9271706682447
IC50 DRUG Thapsigargin [uM],2.578340564648216
IC50 DRUG Obatoclax [uM],3.3659121627889395
IC50 DRUG BMS-754807 [uM],4.50801083644472
IC50 DRUG Linsitinib [uM],319.50534405997286
IC50 DRUG Bexarotene [uM],119.22780609064998
IC50 DRUG Bleomycin [uM],54.732298426082295
IC50 DRUG LFM-A13 [uM],104.85757491568236
IC50 DRUG GW-2580 [uM],187.1343859127002
IC50 DRUG Luminespib [uM],0.25520528971575646
IC50 DRUG Phenformin [uM],7836.00956725696
IC50 DRUG Bryostatin 1 [uM],0.09728271033290496
IC50 DRUG Pazopanib [uM],11.385390517711157
IC50 DRUG Dacinostat [uM],0.48972562190837865
IC50 DRUG Patupilone [uM],0.02902876627866691
IC50 DRUG GSK1904529A [uM],413.4294982801932
IC50 DRUG BMS-345541 [uM],44.7510541111562
IC50 DRUG Tipifarnib [uM],46.646784652578965
IC50 DRUG Avagacestat [uM],81.16961681575322
IC50 DRUG Ruxolitinib [uM],45.90224378148854
IC50 DRUG AS601245 [uM],38.060423919664615
IC50 DRUG Ispinesib [uM],0.4612477323287127
IC50 DRUG TL-2-105 [uM],230.70826724116804
IC50 DRUG AT-7519 [uM],14.404778617932998
IC50 DRUG TAK-715 [uM],291.17981578643486
IC50 DRUG BX-912 [uM],33.346906185252024
IC50 DRUG ZSTK474 [uM],6.997752317552672
IC50 DRUG AS605240 [uM],56.54806587818775
IC50 DRUG Genentech Cpd 10 [uM],11.835387685847698
IC50 DRUG GSK1070916 [uM],11.585531093083048
IC50 DRUG Enzastaurin [uM],84.62307639131795
IC50 DRUG GSK429286A [uM],101.86047655755995
IC50 DRUG QL-XII-47 [uM],20.83995380016434
IC50 DRUG IC-87114 [uM],213.68821213625176
IC50 DRUG Idelalisib [uM],52.009947585129545
IC50 DRUG UNC0638 [uM],244.75360240126182
IC50 DRUG Cabozantinib [uM],30.118722850775036
IC50 DRUG WZ3105 [uM],29.90677370329977
IC50 DRUG XMD14-99 [uM],159.07153393367935
IC50 DRUG Quizartinib [uM],16.91397156150035
IC50 DRUG CP724714 [uM],160.12712003430346
IC50 DRUG JW-7-24-1 [uM],9.596351748043034
IC50 DRUG NPK76-II-72-1 [uM],169.1396998860178
IC50 DRUG STF-62247 [uM],152.08171879047185
IC50 DRUG NG-25 [uM],44.8760390114993
IC50 DRUG TL-1-85 [uM],90.3716850625139
IC50 DRUG VX-11e [uM],14.494945464496986
IC50 DRUG FR-180204 [uM],329.8229515391986
IC50 DRUG Ricolinostat [uM],54.867983505794975
IC50 DRUG Tubastatin A [uM],135.39060891694396
IC50 DRUG Zibotentan [uM],303.8377980600604
IC50 DRUG Sepantronium bromide [uM],0.010350152759579663
IC50 DRUG NSC-207895 [uM],33.88190174509522
IC50 DRUG VNLG/124 [uM],71.36567418250668
IC50 DRUG AR-42 [uM],0.704930544121343
IC50 DRUG CUDC-101 [uM],0.6034941089300395
IC50 DRUG Belinostat [uM],1.0205309182836075
IC50 DRUG I-BET-762 [uM],49.606853520400044
IC50 DRUG CAY10603 [uM],2.2756688290789056
IC50 DRUG Linifanib [uM],11.773767929611267
IC50 DRUG BIX02189 [uM],139.84252946177008
IC50 DRUG Alectinib [uM],73.3833448153563
IC50 DRUG Pelitinib [uM],36.159980635458226
IC50 DRUG Omipalisib [uM],1.550220222699756
IC50 DRUG JNJ-38877605 [uM],55.20795195148816
IC50 DRUG SU11274 [uM],35.870455855206465
IC50 DRUG KIN001-236 [uM],78.69802029308208
IC50 DRUG KIN001-244 [uM],30.998226711680978
IC50 DRUG WHI-P97 [uM],169.12836790575108
IC50 DRUG KIN001-042 [uM],79.40949932890396
IC50 DRUG KIN001-260 [uM],289.35982995942777
IC50 DRUG KIN001-266 [uM],11.83415686953193
