Reaction	Flux Value
EX_etoh(e)	0
EX_h2o(e)	179031.799672278
EX_caro(e)	0.0095180867863251
EX_retinol(e)	2.07713973320449
EX_thm(e)	6.76453319444999
EX_adpcbl(e)	0.00000355473834909974
EX_ribflv(e)	0.00527415089491845
EX_nac(e)	0.506422935017178
EX_ncam(e)	0.245118510111804
EX_pnto_R(e)	0.04117272381511
EX_pydam(e)	0.00540776945762732
EX_pydxn(e)	0.00540851104577551
EX_pydx(e)	0.00547373206829303
EX_btn(e)	0.000493685437933899
EX_10fthf(e)	0.000251925869611055
EX_5mthf(e)	0.000259056154472515
EX_thf(e)	0.00026783984603078
EX_ascb_L(e)	1.12239758514632
EX_vitd3(e)	0.0000146111522609458
EX_avite1(e)	0.0395861586357844
EX_phyQ(e)	0.00051286266986794
EX_ca2(e)	25.4194321073906
EX_cl(e)	482.165402081629
EX_k(e)	98.6276896949484
EX_mg2(e)	25.5766303229788
EX_na1(e)	249.258047360447
EX_pi(e)	18.0555598967694
EX_cu2(e)	0.0386019576369874
EX_fe2(e)	0.329062583937685
EX_fe3(e)	0.329062583937685
EX_mn2(e)	0.108959101111079
EX_zn2(e)	0.168629550321199
EX_mnl(e)	0.158092525846481
EX_xylt(e)	0.0788717138429059
EX_lcts(e)	17.1151326408538
EX_malt(e)	8.35532937088168
EX_sucr(e)	82.6914677772048
EX_fru(e)	65.8068650541004
EX_gal(e)	0.291858329369174
EX_cellul(e)	0.0966532597329716
EX_ala_L(e)	83.2478236273924
EX_arg_L(e)	42.9985862590314
EX_asp_L(e)	96.1482179073044
EX_cys_L(e)	17.4848668930374
EX_glu_L(e)	162.21974482844
EX_gly(e)	75.1787745815049
EX_urate(e)	4.55186267587411
EX_his_L(e)	25.5396875116819
EX_ile_L(e)	54.397745265981
EX_leu_L(e)	81.9979965373945
EX_lys_L(e)	62.6295301147114
EX_met_L(e)	23.6294101049988
EX_phe_L(e)	38.2563680049107
EX_pro_L(e)	63.8677848180977
EX_ser_L(e)	69.7123774652069
EX_thr_L(e)	48.6556743161472
EX_trp_L(e)	8.22006784667122
EX_tyr_L(e)	27.9532917376103
EX_val_L(e)	68.6375071171689
EX_dca(e)	1.15522487587347
EX_ddca(e)	1.20606212037742
EX_ttdca(e)	4.25546372980652
EX_ttdcea(e)	0.488113669978447
EX_ptdca(e)	0.364452321061057
EX_hdca(e)	37.6624848629354
EX_hpdca(e)	0.410384100218711
EX_ocdca(e)	12.3352158417155
EX_ocdcea(e)	99.5013028799794
EX_lnlc(e)	29.2730932677253
EX_lnlnca(e)	1.65812551793894
EX_strdnc(e)	0.0813345252714358
EX_arach(e)	0.672744344308999
EX_CE2510(e)	0.809271918595597
EX_CE4843(e)	0.0617254440540803
EX_arachd(e)	0.589371410757767
EX_docosac(e)	0.187248435988923
EX_doco13ac(e)	0.276691797036198
EX_adrn(e)	0.0265450341028276
EX_clpnd(e)	0.279517639353656
EX_crvnc(e)	3.2314920928068
EX_but(e)	2.93212640590053
EX_octa(e)	0.64226782166637
EX_chsterol(e)	1.59535604876201
EX_sbt_D(e)	2.05959429505555
EX_glc_D(e)	107.352576296419
EX_hdcea(e)	3.96767486068485
EX_lgnc(e)	0.0680985820479788
EX_fol(e)	0.000269678886531128
EX_strch1(e)	27.0864409377219
EX_i(e)	0.00356220706804102
EX_starch1200(e)	0.250777114507661
