GENE,ENVISION
MERTK,0.813133
LYPLA1,0.934312
PPARA,0.915894
FKBP5,0.933209
EZH2,0.975211
CBLL1,0.860942
ABL1,1.005300
MIP,0.623318
ADPRH,0.872014
MAPKAPK5,1.024400
GCDH,0.986899
CHD9,0.925036
MASTL,0.933085
TPTE,1.022352
BRPF1,0.913471
SLC12A6,0.907741
MGAT5B,0.950342
TTN,0.680241
DGKD,0.792741
MYBBP1A,0.744925
EPHB1,0.922087
SH3RF3,0.935388
UXS1,0.978992
HK3,0.878774
RNF144A,1.023960
B3GNTL1,1.001580
REV3L,0.885418
PRKAR1A,0.922698
MIA3,0.852882
SPEG,0.815688
ACOT4,0.893921
CYP4X1,1.017600
FGFR3,0.995013
ST6GALNAC1,0.961597
SCARF2,0.807296
LRP2,0.950932
ADCY6,0.678661
GALNT13,0.708244
MAP2K2,0.935762
SLC3A2,0.956388
RPS6KC1,0.841792
ENO3,0.711110
FUT3,0.995319
ABCA1,0.962304
ABCC5,0.978636
