GENE,ENVISION
COLGALT1,0.855516
ACSBG2,1.009750
PTK7,0.913636
DUOX2,0.823580
SDSL,0.908103
ABAT,0.803685
GYG1,0.857244
SLC25A10,0.919187
CYP3A43,0.862709
CTPS1,0.492789
DPYD,0.572593
TREX2,0.879876
CDKL3,0.838201
PDE8A,0.957798
UGT2B15,0.653370
LPCAT4,1.016940
ITPKB,0.974850
TTN,0.720645
OBSL1,0.961641
AURKC,0.983977
PRKCI,0.834391
TPH2,0.854525
ADCY7,0.694210
SLC8B1,0.831913
GALNT5,0.779083
ACAD8,0.547546
TAOK2,0.968899
ICMT,0.910677
TSTA3,0.839771
RIOK1,0.938785
GALNT12,1.018450
TBK1,1.002790
DDR2,0.818339
MAP3K10,1.019700
MET,0.915357
PPIP5K1,0.915274
SARS,0.897804
ABCC1,0.944388
