GENE,ENVISION
PHYH,1.000610
AMPD2,0.972583
UGT2A1,0.980312
NOX1,0.861664
BMPR1A,1.003690
SETD1B,0.951207
POLR3B,0.783926
ACSBG1,1.018700
LRRK1,0.820698
CTPS1,0.611846
CHD9,0.966692
CDKL4,1.006710
CDKL3,0.913961
TTN,0.937295
GOT1,0.711155
SIN3A,0.810780
EPHB1,0.898407
GUCY2D,1.019330
RNF40,0.996538
HERC1,0.923796
GANC,0.911842
RET,0.896675
PRKCQ,0.955607
MAN1A1,0.848089
USP36,0.978930
PTPRR,0.871083
BSG,0.745966
UGT1A10,0.768564
PTPN13,0.858292
SLC7A11,0.857826
PTPRF,0.984656
STK33,0.983262
RDH10,0.816562
SLC22A3,0.964771
RNF123,0.917633
