GENE,ENVISION
MYO3A,0.918870
SLC2A14,0.840360
LCAT,1.033840
CHSY3,0.809331
CTDP1,0.991861
PPOX,0.934473
FMO1,0.824272
FMO6P,0.886725
UPB1,0.912847
USP22,0.813204
NCOR1,0.803720
DUSP27,0.777021
HAO1,0.933716
CYP3A5,0.931068
TBK1,0.848585
HIF1AN,0.871083
CYP46A1,0.954566
PLCH2,0.947989
ITPKB,0.830283
CDC42BPB,0.938682
SLC8A1,0.860577
PYGM,0.954815
EPHA4,0.860694
PIKFYVE,0.856767
ACSF3,0.940150
DYRK1A,0.784479
ABCB11,0.969599
BLK,1.007810
SARS,0.600322
PHLPP1,0.870423
ABCC11,0.870246
ADCY7,0.948310
AK4,1.000720
SLC51A,0.803979
CAMKK1,0.969671
SLC29A4,0.860684
MTRR,0.842512
MYO5B,0.851254
HLTF,0.766308
