GENE,ENVISION
PAM,0.767533
KAT2A,0.816859
DHCR7,0.840919
SPRYD3,0.863562
ARCN1,1.028260
UGT1A1,0.933913
PGD,0.923501
UROC1,0.911556
INPPL1,0.893503
GLDC,0.942505
SLC36A2,0.787184
PHKB,0.907796
PLCH2,0.742095
FAH,0.910451
DGKI,0.969221
TTN,0.976387
SLCO4A1,0.930866
ABCB1,0.856107
KMT2C,0.781829
NPR1,1.010790
PTGR1,0.832940
ACOT4,0.834780
ST6GALNAC4,1.070640
CSGALNACT2,0.709904
ST6GALNAC2,1.015370
ITK,0.973289
SLC20A2,0.818474
ALK,0.991558
GSTM2,0.718872
MST1R,1.018900
ROCK1,0.802924
CYP2E1,0.853205
RBBP6,0.867618
PTPRG,0.964882
PTPRE,0.631875
ACLY,0.775948
AKR1B1,0.873927
MATK,0.912250
