GENE,ENVISION
HIPK1,0.769802
FKBP8,0.908683
SQLE,1.006650
TAT,0.725412
SMG1,0.857831
HKDC1,0.806272
PIK3CD,0.893529
MIB2,0.551018
SPTLC2,0.870885
DMPK,0.460912
HMGCLL1,0.907598
IRAK2,0.767819
NPR2,0.915163
PPP2R2A,0.610709
CAMK2B,0.532034
PIK3C2B,0.690815
CYP3A7,0.938944
UBE4A,0.923931
GTF2F1,0.902955
UCKL1,0.915186
MOCS1,0.828551
PTEN,0.924570
ANGPTL4,0.900728
MAK,0.980331
AK1,0.696088
JAK3,0.838534
ALDH3A2,1.023860
NUAK2,0.912709
ATP6V1H,0.762093
TBCB,0.965276
SFXN3,0.768623
BUB1,0.852654
CYP11A1,0.661508
APOB,0.902882
XPO7,0.992758
XPO6,0.977257
GMDS,0.906319
TTN,0.336538
DIO3,0.731313
ABCA3,0.876494
GUCY2C,0.964090
GUCY2F,0.825784
RNF41,0.988012
PPARA,0.552158
GART,0.780140
GARS,0.932882
MCCC1,0.865235
CHST6,0.987902
GSTO2,0.769810
TNK2,0.827555
RENBP,0.869081
RPS6KA4,0.845063
DNAJC6,0.877200
CBS,0.618373
SLC22A3,0.995024
GFPT1,0.762093
GFPT2,0.801350
SOAT2,0.812178
POLQ,0.967808
POLG,0.982755
MBOAT2,0.937072
SLC4A7,0.917724
PRKCSH,0.689973
SLC4A2,0.777432
POLN,0.985146
POLM,1.004530
SLC23A2,0.887470
SLC4A9,0.953754
SLC4A8,0.715398
HS3ST2,0.857244
HMBS,0.802262
PKLR,0.806531
NDUFV1,0.869040
ACAT2,0.785024
MECR,0.930208
ART1,0.906648
AUH,0.968607
SPTLC1,0.945620
COX4I2,0.981706
LDLR,0.459924
NOL9,0.962392
MAN2B1,0.899064
SLC27A5,0.982638
ALG12,0.908121
RNF20,0.943694
RIOK2,0.773848
MTFMT,0.990175
F2,0.401151
SLC17A6,0.941141
INSR,0.856889
ABCA4,0.843067
ATP1A2,0.399352
ATP1A1,0.926354
MARS,0.783333
MAP2K7,0.782862
CMTR1,1.035250
PRKD2,0.632181
B4GALNT4,0.848908
SPHK1,0.958383
COX5A,0.931000
B4GALNT2,0.796914
FLAD1,0.746629
EGFR,0.693361
NADSYN1,0.857244
CAT,0.628876
PGLYRP3,0.715316
PLCG1,0.856255
USP51,1.020480
DDAH2,0.919209
GPI,0.788406
SLC37A1,0.847669
CDK12,0.773173
RDH5,0.951923
UHMK1,0.920570
DPYS,0.847105
ALOX15B,1.029150
PGP,0.980408
CTSA,0.797010
HSD17B1,0.399386
AARS2,0.898851
PIP5KL1,0.816453
CNOT4,0.997395
NOS1,0.908152
NOS3,0.760467
AOC2,0.969646
FPGS,0.834733
TRIP12,0.909031
CRAT,0.978575
AOAH,0.995994
INPP5B,0.652475
OGT,0.869045
PXDNL,0.836736
FUT7,0.927753
MAP3K13,0.769810
FAR2,0.970093
SLC1A4,0.981469
PPP3CA,0.883494
SLC1A7,0.985426
FUCA1,0.971309
PSKH1,0.646454
SLC1A3,0.862473
TRIM11,0.999504
TGM1,0.826595
TGM3,0.988177
IDI2,0.995765
MIF,0.957850
MARCH4,0.904364
DCTPP1,0.828099
SLC25A19,0.840433
IKBKE,1.022950
USP21,0.930941
USP20,0.906586
HSD17B8,0.624632
DHRS9,0.970236
FGR,0.629079
USP35,1.013420
SLC12A5,1.002080
SLC12A4,0.638966
RARS,0.913892
SLC12A6,0.855162
SHMT1,0.755919
SLC12A3,0.865081
NDUFA13,0.951477
SLC47A2,0.845809
GMPS,0.741558
TYRP1,0.833350
STRA6,0.917952
NME6,0.992474
SSH2,0.741823
CHFR,0.873117
STK17B,0.769878
TESK1,0.975910
TESK2,0.870829
SLC41A1,0.870371
SLC2A9,0.984771
SLC2A6,0.735261
CYLD,0.752031
RNF103,0.767134
MMAA,0.980526
UQCRC2,0.874031
PAK2,0.877294
UQCRC1,0.828759
KMT2C,0.902012
ALDH3B2,0.993901
ALG2,0.772227
UGT3A1,1.072730
CPT1C,0.962486
ADCY9,0.839615
CPT1B,1.007080
HDC,0.916755
TRIB3,0.984090
TPST2,0.986092
SHPRH,0.917961
FUK,0.819750
SLC11A1,0.865183
