GENE,ENVISION
ATM,0.889986
SAP130,0.974472
PTPRZ1,0.772898
BMPR1A,1.012690
ETFB,0.963162
NEK8,0.956921
MOXD1,0.946264
ADSL,0.849039
CHIA,0.861655
ALDH1A2,0.905385
AKR1C3,0.798271
USP43,0.795305
PDPR,0.854838
TTN,0.896274
MAPK4,0.965748
RIPK4,0.812530
LIMK1,0.626705
AMT,0.610672
KDR,0.824869
EYA2,0.867151
NME4,0.895475
ENTPD4,0.786678
CUBN,0.871220
MYLK2,0.912083
SULT1A1,0.874080
HERC1,0.896170
AGXT2,0.962986
IDUA,1.003290
LRP2,0.918849
DZIP3,0.841862
PLTP,0.969751
PTPRH,0.978761
UBE2W,0.866693
SLC5A5,0.963533
