GENE,ENVISION
MYO3A,0.887554
PDE3A,0.956249
UGT3A1,0.878260
SETD1A,0.896973
FMO1,0.824272
WNK2,0.930490
USP25,0.854525
AXL,0.820450
NHLRC1,0.856467
USP19,0.861511
CYP4F11,0.960215
ACSM5,0.910236
FHL2,0.877495
VNN2,0.974199
STK25,0.869306
COX8C,0.934073
SYNJ2,1.047710
TUT1,0.847419
GBA2,0.871394
SLC8A3,0.987455
HSPG2,0.991850
B3GALT2,1.018520
MTR,0.765156
WNK1,0.987159
SLC24A1,0.888921
SLC25A20,0.976034
PLCD1,0.821007
ALG12,1.018430
ACO2,0.958208
SRPK1,0.863167
USP35,0.983093
PTPN4,0.891742
LRP1,0.755919
RPS6KA6,0.948200
GLYCTK,0.878736
FITM2,0.870148
CTGF,1.013600
