GENE,ENVISION
AOC1,0.998493
MUSK,1.002150
ADPGK,0.944715
ALDH3A1,0.662592
PLCB2,0.942590
SETD1A,0.823475
MAP2K1,1.015510
RRM1,0.809508
GAL3ST4,0.725073
ASAH1,1.062100
SLC9A3,0.873385
CHD9,0.966692
DAO,0.866804
USP43,0.983650
FUK,0.775296
GBE1,0.924913
IL4I1,0.752031
TTN,0.734959
DNMT3B,0.763164
ART3,0.885095
HK2,0.946010
MAN2A1,0.773993
HERC2,0.856565
GALNT8,0.947993
NMT1,0.987887
HYKK,0.752031
SETD2,0.925362
SETD5,0.798600
TAOK2,0.941178
PTPRT,0.767203
SACM1L,0.980516
INSR,0.936185
KL,0.985829
ABCA4,0.979340
ATP1A3,0.862469
ALOX15B,0.787834
GUCA1A,0.916183
