GENE,ENVISION
AOC3,0.922294
EARS2,0.807726
SLC7A7,0.834122
TGFBR1,0.982954
BMPR1B,0.912677
APOA5,0.921356
SLC25A15,0.984500
ABL2,0.932167
SLC4A9,0.803529
PAM,0.863197
COX7B2,0.975264
SLC11A1,0.773947
ACACA,0.974796
USP34,0.817845
USP43,0.992880
DIO1,1.049720
SYNJ2,0.759257
SLC8A1,0.810780
B4GALT5,0.832712
TXNRD1,0.968273
TRIO,0.855905
DNMT3A,0.718498
MAN2C1,0.946157
PIKFYVE,0.906974
BCKDHA,0.891572
MERTK,0.930187
BLVRA,0.949246
ALG14,0.755898
PTPRR,0.985487
B3GALNT1,1.001240
ADCY2,0.903613
ACAD9,0.965207
SLC17A7,0.967179
ROCK1,0.799274
KAT7,0.951214
GDA,1.001520
PTPRB,0.656307
MARS,0.903480
ABCC4,1.020500
