GENE,ENVISION
SLC6A4,0.936778
SLC32A1,1.003390
EPHA2,0.604017
SETD1A,0.974863
EZH2,0.719643
ADCY10,0.807510
USP24,0.869045
SLC4A9,0.884410
PXDNL,0.851611
DGKQ,0.741251
POLD3,0.843373
FASN,0.981942
TTN,0.813133
MAPK4,0.918658
UGT2B10,0.924435
RNF19A,0.775540
BSCL2,1.016860
PHOSPHO1,1.046680
FNTB,0.892982
PRKCE,0.921894
PIGQ,0.806646
PDP2,0.901202
SLC26A3,0.776686
FPGS,0.975734
CYP2A6,0.790239
UBR4,0.607776
USP19,0.861511
CNDP1,0.977319
ABCC11,0.976955
LRP2,0.757592
RIOK3,0.890014
RPS6KC1,0.985495
PTPN14,0.778986
MAST3,0.856433
SULT2B1,0.823556
