GENE,ENVISION
RFWD3,0.968210
ACSM5,1.024790
SLC2A10,0.746629
SETD1A,0.981812
CYP17A1,1.000540
USP9X,0.909330
ABAT,0.956574
NCOA1,0.915444
HADHB,1.012710
PDE3A,0.941105
YARS,0.948332
SYNJ2,0.772011
TRPM7,0.893503
GAA,0.978100
HS6ST1,0.858410
KMT2E,0.881616
ACACB,0.930887
CHST8,0.853439
SLC26A9,0.906266
PTPN4,0.918933
CYP2C9,0.805497
CSNK1A1L,0.980209
GALNT10,0.860942
MAST1,0.910132
OGT,0.820824
DDR1,0.785431
ADCY9,0.747768
CAMK1,0.904553
FGGY,0.907043
SULT2B1,0.825459
BCKDHA,0.971834
PTPRK,0.980975
CH25H,0.807150
