GENE,ENVISION
HS3ST5,0.714301
HS3ST1,0.924375
CHPF2,0.702416
PPOX,0.934473
SLC4A1,0.865524
ABL2,0.927532
NGLY1,0.871825
SQLE,0.990410
FLT1,0.988308
EHMT1,0.948061
EPX,0.640990
PXDNL,0.833589
GAL3ST4,0.844813
LTC4S,0.915138
DGKH,0.856653
SLC12A3,0.863483
TRPM6,0.885991
EYA1,1.009490
IDI2,0.883372
HSD17B7,0.923180
EPHB2,1.017220
ENTPD5,1.004270
TTC3,0.983502
FMO5,0.814259
ALOX5,0.601797
REV3L,0.900580
TAOK2,0.875647
CIDEA,0.950800
B3GALNT2,0.963990
GALK2,0.827999
NME3,0.977188
ABCG8,0.853760
MAP3K10,0.982808
ACE,0.952047
FUCA2,0.982232
