GENE,ENVISION
MARCH11,0.942083
EPHB2,0.810358
FRMPD2,0.911621
GBA,0.961109
UQCR11,0.552906
ATM,0.975845
HIPK3,0.835369
PPOX,0.969223
POLE,0.900419
ARAF,0.926636
FLT4,0.844741
ACAD11,0.959925
PRKACG,0.703967
NCOR1,0.922681
KAT7,0.931270
B3GNT6,0.997383
PHEX,0.970305
PIK3CB,0.869233
SLC6A4,0.972099
USP40,0.988674
RENBP,0.890040
PRKG2,0.908557
ATP6V1B1,0.961975
IRAK1,0.854210
PHKG2,0.804025
PTPRN2,0.997664
ACVRL1,0.744796
ART5,0.866535
TICRR,0.911884
EPHB4,0.776305
EXTL3,0.871664
PIGN,0.710695
GGT1,0.945467
MYLIP,0.915021
NMT2,0.766044
CDK20,0.772039
SLC26A8,0.901649
UBR2,0.977905
EP300,0.944975
FUT10,0.734078
LRP1,0.884076
PTPRS,0.844956
POLR2B,0.798460
SLC22A11,0.888884
SLC22A6,0.890234
CYP2C19,0.907002
HS6ST2,0.864948
KAT6A,0.740527
SLC22A8,0.931426
MGAM,0.779316
ABCC2,0.909850
