GENE,ENVISION
EPHX1,0.848013
PTDSS2,0.848673
PTK2,0.983537
BIRC6,0.884294
EPHA1,0.910994
SLC4A5,0.868488
PPOX,0.786712
SLCO1B3,0.788997
NOX5,0.977062
HEPH,0.821968
RCHY1,0.972056
PSAT1,0.801536
CTPS2,0.862553
CDKL5,0.862855
GK2,0.854525
UCK1,0.977029
ACAA1,0.552042
TFRC,0.997551
PRKG2,0.786343
EYA1,1.009490
KMT2B,0.941190
AQP4,0.838965
GUCY2C,1.065710
MTR,0.934554
CTSD,0.943785
BCAT1,0.922652
RNF40,0.895637
LPO,0.855098
TPH1,0.995747
LPL,0.859317
ALDOA,0.802250
PTPN2,1.001930
MTFMT,0.865489
INPP5B,0.975504
PTGES3,0.992474
ROCK1,0.890588
PDK1,0.939506
FUT9,0.851337
MGAT4B,0.990255
PAK4,0.745842
DECR2,0.866127
SLC1A2,0.841095
