GENE,ENVISION
BIRC6,0.803145
RIOK1,0.935525
TRIO,0.854455
H6PD,0.897955
USP7,0.929052
POLR3C,0.988325
WNK2,0.806193
GYG2,0.927129
NCOA1,0.905361
APOB,0.953257
LPIN3,0.860308
SLC11A1,0.918294
ACSM1,0.976280
PIK3CB,0.972407
UBE3B,0.968762
SETDB2,0.922278
CDK17,0.875892
ACAA1,0.971963
CAMK2D,0.890359
TIAM2,0.929079
ITPKB,0.904229
DIO1,0.918429
SLC26A3,0.853110
DGKB,0.862494
RNF19A,0.849659
PHKG1,0.940727
TTN,0.829596
CPT1C,0.936105
GUCY2C,0.882210
KMT2E,0.862597
HK2,0.736962
PRKCE,0.993350
RPUSD4,0.879632
PTPRT,0.970666
PIGT,0.945764
SRMS,0.767440
ATP2B2,0.967665
SLC27A2,0.841791
DEGS2,0.988299
NME7,0.970804
PFKFB1,0.677454
SLC1A1,0.964775
MAP3K10,0.921501
HKDC1,0.868126
ATP8B1,0.811102
PTPRD,0.769786
PTPRB,0.927961
MYO5B,0.819006
PRKD1,0.955287
