GENE,ENVISION
MYO3A,0.777880
MARCH11,0.772834
GRHPR,0.585235
EPHA5,0.936354
LATS2,0.875969
FMO6P,1.002350
IKBKE,0.960913
SHPRH,0.828679
USP44,0.956015
ITPKC,0.986033
TTN,0.975181
IRAK3,0.979469
ASRGL1,0.930077
DOT1L,0.970265
UGT2B11,0.976375
ICK,1.008220
BCAT1,0.802014
ZC3HAV1,0.993913
PADI2,0.857885
PADI4,0.976519
EPHA10,0.752854
ACO1,0.860930
CMTR1,0.971543
CHST6,0.759415
DBH,0.822295
ADCY7,0.914773
RPS6KA4,0.857049
SLC3A2,0.874958
DDR1,0.966266
ACOX2,0.991641
DDAH2,0.942725
RNF125,0.817507
PRKD2,0.810828
INSRR,0.967501
