GENE,ENVISION
MYO3A,1.003260
SLC6A7,0.921526
CAMK1D,0.928975
PDE3A,0.827738
HSPG2,0.880212
FKBP5,0.811314
ACOT7,0.964954
LARS2,0.917549
ALDOB,0.711490
PPP1R3A,0.875837
ATM,0.830221
PDE1B,0.862271
RHBG,0.982558
ASPH,1.000270
INPP4A,0.944005
PADI3,0.807844
OBSL1,1.009830
LDHD,0.973638
EYA4,0.918740
NLK,0.843109
HAS1,0.977298
COPA,0.798640
FRK,0.946842
WNK1,0.902800
PRKCD,0.565216
MAN2A1,0.992839
CHUK,0.945672
CMA1,0.780230
HERC2,0.832583
SLK,0.774196
UBR2,0.938536
USP19,0.904426
LARS,0.861416
PPOX,0.916768
IMPA2,0.637318
PTPRF,0.719785
SLC22A7,0.887829
FUT3,1.012240
FUT2,0.941546
TKTL1,0.901365
STARD3,0.862867
