GENE,ENVISION
ACADVL,1.013490
BIRC6,0.718768
PPP2R3A,0.874719
CYP4B1,1.024700
NOS2,0.961101
SLC29A2,0.936436
USP25,0.939873
GART,0.758177
ATP2B2,0.908124
NEK3,0.834035
FARSB,0.829627
PRPF4,0.869185
TTN,0.701581
SLC12A2,1.068350
ABCC11,0.892173
ENTPD6,0.855075
KMT2A,0.759885
HUWE1,0.957209
WNK1,0.767475
MYLK3,0.891900
SLC1A4,0.935310
ACOT6,0.915049
TRIP12,0.875892
EP300,0.795882
ABHD6,1.119510
USP37,0.983920
LRP1,0.911942
MTHFD2,0.861416
PPP1CA,0.918293
SLC22A16,0.988725
CAMKK2,1.007080
ABCC9,0.990571
POLRMT,1.055300
STARD3,0.884375
SLC1A6,0.911564
PTPRJ,0.922301
