GENE,ENVISION
MYO3B,0.813133
RPE65,0.807959
SLC2A10,0.958694
PGLYRP2,0.924464
POLE,0.813133
COLGALT1,0.852120
FUK,0.879418
NCOR1,0.770980
GRK7,0.949617
MASTL,0.960338
MAP3K5,0.769723
SLC12A7,0.884608
GAK,0.575399
TTN,0.502954
WEE2,0.999498
SLC47A1,0.774262
KDR,0.869739
TXNRD1,1.051360
IARS,0.913314
NAT1,0.925131
GSR,0.951474
PTPN9,0.808876
RAG1,0.921693
PADI4,0.785244
GLCE,0.846479
SLC27A6,0.997541
EPRS,0.949606
PTPRT,0.604296
LMTK3,0.930446
ADCY1,0.753716
CA3,0.930647
ACAD9,0.930771
HERC3,1.020590
PDK1,0.755045
CDK4,0.552454
BRAF,0.768553
