GENE,ENVISION
POLA2,0.825072
RFWD3,1.007210
AMPD1,1.000330
HSPG2,0.983982
ATP6V1H,0.793811
P4HA2,0.857244
NADSYN1,0.973044
SLC22A11,0.842991
SLC25A10,0.970665
ACER2,1.009360
STK35,0.821925
APOB,1.005860
SLC11A1,0.943133
MAP3K4,0.953382
TTN,0.633947
UGGT2,0.928449
DAPK1,0.882408
CNOT4,0.779244
ACVR2A,0.955966
COPA,0.907057
PGM1,0.998327
BCAT1,0.922652
SLC24A3,0.916516
DLAT,0.926038
USP14,0.838124
GALNT7,0.923100
SHMT2,0.882623
GMPS,0.766904
LRP2,1.018060
LRP1,0.810780
ADCY3,0.971486
DDR2,0.985368
SMURF1,0.937228
KIT,1.023860
PHKG1,0.860577
ABCC2,1.015810
