GENE,ENVISION
MYO3A,0.991850
FARS2,0.941772
TM7SF2,0.982990
TRIM33,0.860577
BHMT2,0.713992
DMGDH,0.952692
BCKDK,0.904214
USP14,0.758241
GAL3ST4,0.812368
MAP3K9,0.867197
INPPL1,0.719637
TRMT1L,0.926696
ITPKA,0.756536
TTN,0.742960
ZSWIM2,0.969173
MTHFS,0.700561
B4GALT6,0.938114
CPT1A,1.008360
EPHB1,0.718498
SH3RF1,0.941286
SLC25A2,0.872287
TRMT1,1.047170
XYLT1,0.992292
TPH1,0.757458
ABCB11,0.955702
HERC2,0.805464
MYLIP,0.901720
PIGV,0.990680
CHST1,1.017310
SRPK1,0.824969
ICMT,0.910677
SLC2A9,1.010110
PTPRH,0.958407
