GENE,ENVISION
EPHA7,0.969202
EPHA3,0.981420
AQP5,0.918819
ROS1,0.863178
CERS5,0.822295
SMG1,0.767072
SHPK,0.900731
PXDNL,0.832512
AASS,0.912579
STYXL1,0.959993
DHRS4,0.560709
MARS2,0.815931
PDPR,0.936548
TTN,0.705507
JAK1,0.992597
SLC6A11,0.999277
SLC8A2,0.911596
ERBB3,0.850832
NOS3,0.718046
SIRT6,0.704426
KMT2E,0.910273
XYLT1,1.102510
PIK3C2B,0.778260
TPH2,0.890226
HERC2,0.881614
NUDT11,0.769810
IL4I1,0.906299
USP37,0.904664
ABCG2,0.920814
ALK,0.925859
CDS2,0.982001
PSAP,0.930026
PTPRF,0.902153
SARDH,0.780475
PLTP,1.010350
GPX4,0.730026
ABCC4,1.005520
CMTR1,0.938572
ABCC3,0.888382
