GENE,ENVISION
UGT3A2,0.992181
AMPD2,0.984694
ATM,0.889986
AGXT2,0.962986
BMPR1A,1.012690
ENTPD4,0.786678
MAPK10,0.886075
ACSBG1,1.015760
MOXD1,0.946264
ADSL,0.849039
CHIA,0.861655
SAP130,0.974472
AKR1C3,0.798271
USP43,0.696751
XDH,1.003920
PDPR,0.854838
CES5A,0.843323
ALDH1A2,0.905385
MAPK4,0.965748
RIPK4,0.812530
LIMK1,0.626705
AMT,0.610672
RNMT,0.781829
TTN,0.945649
ETFB,0.963162
CUBN,0.871220
MYLK2,0.912083
SULT1A1,0.874080
HERC1,0.896170
REV3L,0.864913
SLC15A2,0.971214
PTPRZ1,0.772898
CHST6,1.007600
LRP2,0.918849
INPP5B,0.948778
DZIP3,0.841862
MET,0.846935
SAE1,0.792858
PLTP,0.969751
GPX6,1.015710
ACLY,0.968693
EYA2,0.867151
UBE2W,0.866693
PTPRH,0.978761
