GENE,ENVISION
PTDSS1,0.868092
BIRC6,0.912852
HSPG2,0.999563
DCLK1,0.983060
UPRT,1.008660
ALG5,0.915115
USP9X,0.755113
MIOX,0.903883
PKLR,0.733223
GCNT1,0.904692
PFKFB4,0.842732
CYP2B6,0.896353
PFKM,0.881293
COX8C,0.958329
TTN,0.986613
DGKB,0.980811
ABCD2,1.017830
EYA1,0.770959
MAPK7,0.849652
EPHB3,0.925598
EPHB1,0.913129
TSSK3,0.922845
NUDT3,0.860577
ACSM2A,0.749157
POLR2E,0.913610
ADCY8,0.866475
SLC26A2,1.015800
USP14,0.913898
STT3B,0.825488
USP32,0.924826
DCLK2,0.891742
LMTK2,0.780515
ATP6V1E1,0.831805
KAT5,0.817596
ECHS1,0.626346
APOB,0.893167
ABCC9,0.968915
ATP6V0A2,0.902785
SLC35C1,1.013750
ABCA8,0.983473
PTPRH,0.947337
