GENE,ENVISION
PTGS2,0.828707
TRIM32,0.871581
HSPG2,0.830846
LCAT,1.007860
CHSY3,0.829453
CD36,1.003450
UROC1,0.865065
INSR,0.986848
CIT,0.944444
FECH,0.706676
SIN3A,0.868434
USP48,0.895531
CDK12,0.982051
TIAM2,0.903523
JAK3,0.966236
JAK1,0.903903
DUSP5,0.909349
PTPRB,0.886496
PTPRN2,0.925976
TTN,0.856204
COPA,0.866916
ACACB,0.863904
UCK1,1.016490
KAT2B,0.923612
HERC1,0.815154
CHST7,0.745842
SLC9A1,1.005770
RPUSD4,0.830957
L2HGDH,0.946716
LMTK2,0.796370
HIPK2,0.940475
HEXA,0.961627
PARP14,0.942987
TBCB,0.985476
PRRT2,0.906661
ATP1A2,0.880238
COQ6,1.003630
