GENE,ENVISION
USP17L2,0.764948
BUB1B,0.913136
MKNK2,0.881510
HSPG2,0.814173
EPHA3,0.913646
MIB1,0.993875
POLR3B,0.772704
ACSBG1,0.862198
USP26,0.747737
DUSP21,0.946218
XYLT1,0.975519
SGK2,0.843424
MARCH9,0.789089
AXL,0.775399
PDHX,0.991447
PTPRD,0.407472
PNLIPRP3,1.008550
CYP24A1,0.811110
PXDNL,0.915337
CBR4,0.858900
CSF1R,0.699703
CAMK4,0.730987
NTRK3,0.996563
ALAS2,0.964056
ITPKB,0.796258
TTN,0.918954
PIK3R1,0.790682
IRAK2,0.922019
IRAK3,0.808181
ABCD3,0.955863
BRAF,0.768553
ADH1B,0.902030
BARD1,1.018020
ATP8A1,0.802521
CAMK2A,0.870887
ENPP3,0.981401
PIK3C2B,0.922780
AMFR,1.016700
RAG1,0.823626
HELZ2,0.852600
SLC26A9,0.772965
AKR7A3,0.921264
CHST4,1.006060
MCCC1,0.945895
SLC27A2,0.979784
CYP2C8,0.829359
PTPRT,0.693413
ITK,0.936860
PPP5C,0.926756
SLC17A6,0.960678
ADCY8,1.017790
LDLR,0.697048
MET,1.023380
SLC22A7,0.946782
HECW1,0.752854
CDK6,0.855487
ABCA1,0.957261
MYO5B,0.805570
