GENE,ENVISION
POLQ,0.952692
GNPTAB,1.026990
EPHA3,0.924159
USP40,0.913517
LTK,0.853405
INSRR,0.565929
ATP11A,0.755919
PHKB,0.945221
NGLY1,0.865540
GAL3ST4,0.859397
SAP130,0.790825
USP20,0.871160
DPYD,0.896771
CHD9,0.947533
HARS,0.856540
NPAS2,0.937611
PTPN6,0.784391
TTN,0.908839
SLC8A2,0.910761
NT5C1B,0.834232
PRKCI,0.939280
PUS1,0.909272
CYP4Z1,0.922982
HK3,0.767456
ACSS1,0.825902
UBA7,0.853715
SLC26A2,0.953715
UBR3,0.810011
UBR2,0.913300
USP34,0.867317
GARS,0.989380
KL,1.023560
PTPRG,0.660457
FARSB,0.844058
FUT4,0.826953
PTPRB,0.889260
CDK13,0.856027
CYP11B2,0.787815
RIPK4,0.941341
