GENE,ENVISION
COLGALT2,0.997898
HS2ST1,0.856718
STK11,0.519837
UGT2A3,0.862450
SLC4A7,0.825508
PNLIP,0.617398
B3GAT2,0.691282
USP24,0.901684
AWAT1,0.966629
TXN,0.991951
SLC12A7,0.940678
QPCT,0.952682
NEK9,0.819317
SLC6A19,0.781483
UGT2B11,0.882047
GOT2,0.917194
TNKS2,0.921501
NT5C2,0.923080
KMT2C,0.824927
CARS,0.833131
PKN2,0.772039
RNF40,0.982565
ST6GALNAC6,0.896774
ROR1,0.903916
PTPN4,0.910242
RIOK2,0.963493
PTPRS,0.861416
RPS6KA6,0.778981
ACSL6,0.872465
NPC1L1,0.983065
FARSA,0.896281
SREBF1,1.034400
FUCA1,0.826014
TYR,0.770277
RNF146,0.906107
