GENE,ENVISION
SLC1A5,0.911894
VARS,0.793107
WWP1,0.931891
LAP3,1.007520
HSPG2,0.865531
CHSY3,0.853689
PGLYRP3,0.913160
NT5C2,0.856710
OPLAH,0.920541
PKLR,0.938000
TIAM2,0.972454
PDPR,0.827981
DMPK,0.951198
SLC47A1,0.837491
IRAK1,0.841255
LIMK1,0.955357
FGA,0.974044
DAPK1,0.634221
GDPD2,0.983760
ACVRL1,0.821363
KMT2D,0.917854
CUBN,0.944639
GALNT8,0.910749
HAO1,0.827294
RFK,0.902131
FGFR4,0.745875
GARS,0.566140
SDC1,0.977991
MOGS,0.789482
DAPK2,0.850563
ATP6V0A4,1.017580
SLC23A2,0.881647
POLE2,0.940983
ABCC5,0.849765
RNF123,0.797096
ABCA8,0.900424
