GENE,ENVISION
ANXA3,0.906672
RET,0.823071
SLC2A10,0.778772
ERN1,0.946893
USP29,0.956660
UGT1A4,0.975182
DERA,0.832689
ADI1,0.843373
PNLIPRP3,0.977990
B3GNT7,0.942495
LPIN3,1.002570
B3GNT3,0.839185
PLOD1,0.966944
PHKB,1.026410
SLC12A7,0.998525
OBSL1,0.927547
MAPK8,0.926875
HSD17B4,0.925648
IRAK4,0.852388
MAP3K15,1.008740
ASH1L,0.843678
PIGC,0.988020
UAP1,0.990108
SLC13A5,0.941426
ATP6V1H,1.001460
TGS1,0.999313
CD36,0.843957
PHLPP1,0.923529
SETD5,0.929531
ACAD9,0.970378
SLC16A3,1.016990
ROCK2,0.855401
PTPN14,0.839207
FUT4,0.997481
ABCA3,0.970161
RNF216,0.980704
