GENE,ENVISION
RAD18,0.918688
SLC2A12,0.769878
PGLYRP2,0.844052
LATS1,0.775158
NOX5,1.001080
SLC4A2,0.848354
MTHFD2L,0.946398
APOB,0.830857
MGAM,0.774626
GK2,0.811668
NEDD4,0.874758
SYVN1,0.822913
SLC12A7,0.903459
SLC34A2,0.852555
TTN,0.672219
TH,0.958679
SUOX,0.518297
FMO1,0.893001
PARP8,0.839152
PIK3R1,0.828490
BARD1,0.965701
CHUK,0.963923
HERC2,0.910601
MVD,0.856404
GALNT5,0.941177
ATP2B2,0.865550
PLD6,0.942523
ADCY1,1.007010
ATP6V1E1,0.910147
HEPH,0.844953
PIK3R4,0.961839
CANT1,0.695737
PTPRN,0.834905
SMG1,0.919220
