GENE,ENVISION
SPHK2,0.992751
HDAC3,0.718498
TUSC3,0.895387
NDST4,0.924404
STK10,0.778646
ATM,0.766970
SLC2A13,0.993654
OXSM,0.974109
NAGS,1.010040
PHLPP2,0.784140
OPLAH,0.863197
ST3GAL6,0.986769
KMT2E,0.862703
DPYD,1.005560
SLC36A4,0.881419
MAP3K6,0.911941
UHMK1,1.073930
SLC43A2,0.975831
GAK,0.824342
TTN,0.804672
PGP,0.986798
ALDH18A1,0.834553
DOT1L,0.796708
NDUFB5,0.937168
MYCBP2,0.983194
KMT2B,0.783539
TRIO,0.795911
SH3RF3,0.950097
B3GALT2,1.018520
QDPR,0.945147
ABCB11,0.869722
GGT5,0.816840
ALDH1B1,0.693866
PIGZ,0.906169
HPGDS,0.445499
SLC39A7,0.840859
TNK2,0.854894
LMTK3,0.752854
SIRT6,0.873839
DNAJC6,0.898909
KAT6A,0.972709
XYLB,0.874293
