GENE,ENVISION
MYO3A,0.852092
B4GALNT4,0.834408
AOC3,0.899405
POLQ,0.817589
ATM,0.833274
MAP2K2,0.766123
SETD1B,0.941901
NOX5,0.927489
BCKDK,0.855111
USP28,0.944761
ALDH1A1,0.665573
CHKB,0.979492
RNF31,0.949385
SLC9A4,0.852010
TGM6,0.861595
PPP1R3A,0.900027
SLC28A1,1.032090
UHMK1,0.795911
ECH1,0.997852
TTN,0.976432
TTL,0.814173
SLC8A2,0.833131
UBR5,0.993511
IRAK4,0.899410
MAP3K15,0.891551
SIRT2,0.792561
ST3GAL1,0.842172
DUSP3,0.796022
BUB1,0.915900
FNTB,0.982947
ACACB,0.889665
PRKCD,0.912931
HERC1,0.771617
PIK3C2B,0.794855
PADI2,0.922881
NOL9,0.849802
GGT5,0.844519
UHRF2,0.998829
RIOK3,0.901013
CA9,0.732878
ACSL3,1.084850
HEXB,0.917972
SSH2,0.851697
ATP8B1,0.857148
PRKCSH,0.938559
SGPP1,0.972663
PPP3CA,0.773732
PRKD2,0.860577
