GENE,ENVISION
DSTYK,0.817740
HUWE1,0.832110
DYRK2,0.940475
MAP2K7,0.789997
SLC5A11,0.794585
CHAT,0.506408
FAAH2,0.902010
USP26,0.885422
ABL2,0.628947
NCOA2,0.991574
INPPL1,0.875750
SLC6A19,0.789301
KHK,0.670307
TTN,0.501958
TH,0.902817
DNMT3B,0.773360
PHKA1,0.818671
SLC24A4,0.875026
PPEF2,0.890294
ADCY6,0.971465
IMPA1,0.789572
HERC2,0.854838
HELZ2,0.855130
GALM,0.863393
ALDOB,0.902786
NT5DC3,0.781526
LCT,0.889406
INPP5J,0.811110
FTCD,0.938305
BMPR2,0.771886
PDK4,0.906333
OXCT2,0.930242
MAK,0.814829
TYR,0.966509
