GENE,ENVISION
AOC3,0.832869
GSTM3,0.833160
ACVR1,0.837754
HS3ST1,0.954236
MKNK1,0.863197
MGLL,0.786086
RET,0.967068
PTPRZ1,0.932079
POLR1A,0.976049
UGT1A1,1.018550
TAT,0.954724
PLCH2,0.791187
SLC12A6,1.034150
NT5C1B,0.959406
DYRK1B,0.803632
UGGT2,0.874985
TTN,0.718209
PRKCI,0.957100
NOS3,0.840702
WNK2,0.936548
SLC24A2,0.990165
GALNS,0.973420
ACSM2A,0.697522
HERC1,1.002660
ABCB11,0.906369
CYP2A7,0.756096
CYP2A6,0.755058
ALDH1B1,0.981986
UBR1,0.916380
CHSY1,0.979297
ATP4A,0.975936
PTPRT,0.622867
ITK,1.034300
INPP5J,0.990568
CYP19A1,0.895857
ROCK2,0.797352
CFTR,1.032730
PTPRG,0.863489
HECW1,0.647897
SPEG,0.839283
NEU1,1.002850
ABCA8,0.906244
