GENE,ENVISION
TGM1,0.983792
ACE,0.693643
GSTA5,0.854468
LAP3,0.713733
HSPG2,0.670253
SLCO1B1,0.859747
POLE,0.850258
POLR3E,0.933314
SLC29A3,0.944719
SLC5A5,0.956610
CWC27,1.000680
GAD1,1.017950
PXDNL,0.767743
CPA6,1.018660
INPP4A,0.859856
SQLE,0.975464
SLC12A7,0.940678
TTN,0.717532
EYA4,0.940570
ABCC11,1.005017
PHKG1,0.916021
CHST12,0.841984
PPP2R3A,0.911268
FMO4,0.842159
GLTP,0.875026
REV3L,0.917372
WEE2,0.791247
GALNT13,0.909400
LRP1,0.863991
PTPRR,0.777772
EIF2AK3,0.951010
SREBF1,0.893496
ELOVL2,0.816982
MYO5B,0.989859
SDHC,0.770934
ABCC1,0.950269
HARS2,0.932487
