GENE,ENVISION
TGM4,0.991320
TGM5,1.031720
NDUFB9,0.804099
KMO,0.854501
USP4,0.912207
GPAT2,0.731152
ATP11A,0.976590
PRRT2,0.979662
RFWD3,1.007210
SBK1,0.916264
MELK,0.948669
ABL2,0.707650
NDST2,0.687196
ACAD11,0.966857
ALAS2,0.970401
TECRL,0.910564
ACOT11,0.813327
SGPP1,0.936480
ERBB2,0.617095
USP45,0.817109
ST3GAL5,0.951967
SUV39H1,0.905309
HERC1,0.921412
ATP6V1E2,1.020180
GGT5,1.011280
PHLPP1,0.875026
SLC27A1,0.889854
IP6K1,0.948313
PTPRT,0.766111
LRP1,0.871083
GTF2F1,0.927319
ADCY8,0.761901
AK4,0.637114
CBS,0.773458
FUT4,0.929686
COQ5,0.988253
SPEG,0.986704
MGAM,0.944034
