GENE,ENVISION
DGKQ,0.990789
B4GALNT1,0.929998
ACE,0.722513
MKNK2,0.979403
SLC7A2,0.851001
SLCO1B1,0.836772
MAPK10,0.947087
SLC25A13,1.012430
HS3ST2,0.711191
SLC10A2,1.003300
LRRK1,0.855438
UBE3B,0.855621
MAST3,0.910805
NDST3,0.956688
MARS2,0.848088
UGT8,0.878944
PIK3R4,0.894964
MGAT5B,0.841307
ABCB6,1.009100
AKR1C3,0.920089
SRC,1.005300
GPI,0.942725
WNK4,0.865063
HERC1,0.911965
HERC2,0.795911
MACROD1,1.006960
POLR2B,0.788058
LRP1,0.719785
TAF1,0.823145
SLC2A7,0.752031
SUCLA2,0.885349
KHK,0.709423
FITM1,0.809505
FTCD,0.885013
PTPRN,1.005290
KAT6A,0.559317
COPB2,0.820218
SNRK,0.970499
