GENE,ENVISION
MARCH11,0.877559
AGL,0.769765
TGM7,0.980977
DCLK1,0.854567
CYP4B1,0.980568
RET,1.004670
MAPK14,0.789310
DDC,0.937210
MARCH6,0.976579
CBLL1,0.977921
FKBP8,0.794899
SAP130,0.820729
USP48,0.766123
ASAH2,0.811592
XPO6,0.909014
CDKN3,0.832350
ADCY5,0.902764
SLC12A4,0.942407
GUCY1A2,0.858691
TTN,0.857184
CYP7A1,0.516738
DUSP8,0.785357
CBLC,1.020030
UGT2B7,0.935250
NCOR1,0.790414
MAN2C1,0.808931
KMT2D,0.616163
P4HB,0.904405
USP12,0.779257
GALNT4,1.009090
PDF,1.037250
CYP3A4,0.902663
USP34,0.736638
UPP2,0.946919
UPP1,0.855814
PTPRT,0.839323
PPP1R3A,0.901713
ALDH1L1,0.990724
KIT,1.006580
CYP27A1,0.929309
CHD9,0.981224
CDK8,0.942923
PSKH2,1.004180
CREBBP,0.934255
FBP1,0.954535
