GENE,ENVISION
UBE2J2,0.945023
SLC6A4,1.008240
EGFR,0.743470
CHSY1,0.933590
SLCO1B1,0.851266
PPOX,0.955661
SLC4A7,0.777057
CDC42BPG,1.003780
AQP8,0.911255
NEK5,0.957034
TKTL2,1.076310
NPAS2,0.998076
SLC12A7,0.988752
NDUFS3,0.782862
TTN,0.865933
COPG1,0.718844
SLCO4A1,0.829992
MAPK7,0.858722
AQP1,0.898683
PLCL2,0.985586
ETFDH,0.865611
PPP2R2B,1.002050
ACER1,0.909124
MANSC1,0.958533
CP,1.015960
CNDP2,0.743605
ADCY4,0.876592
INPP5A,0.921006
MANBA,1.016080
EIF2AK1,0.917773
ALDH1L1,0.953424
ALOX15,1.019490
CDK3,0.933668
SLC22A7,0.929865
NDUFS6,0.809331
SPEG,0.901198
