GENE,ENVISION
TNKS,0.815582
TM7SF2,0.821553
CHPF2,0.892327
STAMBP,0.869470
SLC29A4,0.772772
ACSBG1,1.009150
POLR3A,0.936072
USP25,0.902696
GCDH,0.866095
APOB,0.796727
CDK12,1.002120
PIK3CD,0.918063
MIB2,0.767808
PDE7A,0.851668
SRMS,0.782394
PTP4A3,0.978485
B4GALT2,0.929066
GAA,1.000130
SIN3A,0.861416
KMT2B,0.962834
ASH1L,0.915509
FMO5,0.908653
HS6ST1,0.780988
FES,0.674426
BSCL2,1.021840
GPT2,0.818273
ADCY8,0.621479
PTPRF,0.904588
HECW1,0.945583
POLE2,0.902460
KAT6B,0.786270
GPCPD1,0.852814
DGKI,0.966067
